,title,author,abstract,publication_year,doi,key,label_included,search,record_id
404,Anxiety disorders in children: Applying a cognitive-behavioral technique that can be integrated with pharmacotherapy or other psychosocial interventions.,"Ziegler, Robert G.","interventions for children with anxiety disorders have 4 basic components: 1. the clinician helps the child and parents understand the features of the anxiety state; 2. the clinician assists in strengthening the child's coping skills and management of anxiety; 3. treatment helps the parents to support the child's emotional needs and to set appropriate limits on the child's behavior [and] 4. treatment enhances social and emotional understanding and problem solving within the family as a whole / focus on a technique of creating books for parent and child that accomplishes all 4 of these objectives / other psychodynamic and cognitive-behavioral interventions can be integrated with this technique as indicated for further management of evolving problems or symptoms / pharmacotherapy, used in conjunction with book-making, can contribute to a child's recovery by enhancing coping skills that diminish the intensity, frequency, and impact of debilitating symptoms recommended that medications be prescribed within the context of a multimodal approach that integrates individual and family treatment, including parent education, drawing on the insights of dynamic and cognitive-behavioral approaches clinical assessment [case example 1: separation anxiety disorder with depressive symptoms; case example 2: overanxious disorder with comorbid phobias, aggression, and attention-deficit/hyperactivity disorder; case example 3: avoidant disorder with comorbid overanxious disorder; case example 4: obsessive-compulsive disorder with depressed mood] (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1996.0,,U6527EEB,0,psychodynamic,405
405,The effect of neighborhood context on physical and mental health among ethnic minority breast cancer survivors,"Serrano, M.; Ashing, K.; Barcelo, L.; Wu, C.",The method of preparation and the spectral characteristic of the crystalline free radical of chlorpromazine are described. Two absorption maxima at 770 and 860 nm concomitant with those at 530 and 277 nm were found. The highest rate of dismutation of the radical was 4-4.10(-1) M. sec-1 at pH 7-2. The mechanism of luminescence during the decay of the peroxide form of th radical is discussed.,2015.0,10.1158/1538-7755.DISP14-B26,PG868L6W,0,behavior,406
406,Psychosocial screening at paediatric BEEC clinics: a pilot evaluation study.,"Hurrell, Ruth A.; Fullwood, Catherine; Keys, Joni; Dickson, Alan P.; Fishwick, Janet; Whitnall, Beverley; Cervellione, Raimondo M.","INTRODUCTION: Bladder Exstrophy and Epispadias Complex (BEEC) is associated with an increased risk of impaired mental health, quality of life, and psychosocial functioning. Therefore, screening patients to help identify and evaluate potential psychosocial difficulty is arguably an important consideration for BEEC Services. OBJECTIVE: To screen paediatric BEEC patients for a range of general psychosocial difficulties in a multi-disciplinary out-patient clinic setting. STUDY DESIGN: This cross-sectional evaluation was conducted between April 2012 and July 2013. Families attending BEEC multi-disciplinary out-patient clinics were asked to complete a range of standardised psychosocial questionnaires, including the Paediatric Quality of Life Inventory (PedsQL 4.0 Generic Core and Family Impact Module), the Strengths and Difficulties Questionnaire (SDQ), the Paediatric Index of Emotional Distress (PI-ED), and the Hospital Anxiety and Depression Scale (HADS). 108 children attended clinic of which 80 (74.1 \% ) patients and their parents/carers completed some or all of the questionnaires. The mean patient age was 8.41 years (SD = 4.46, range = 1-18 years). There were more boys (N = 50, 62.5 \% ) and the majority had a diagnosis of classic bladder exstrophy (N = 51, 63.8 \% ), followed by primary epispadias (N = 22, 27.5 \% ) and cloacal exstrophy (N = 7, 8.7 \% ). RESULTS: Mean total scores fell within the average/normal range on all questionnaires used (See table below). However, variation around these means was high. Age, gender and diagnosis were found to significantly influence certain questionnaire responses with older-age groups, males, and those with classic bladder exstrophy particularly at risk across some domains. The children/adolescents self-reported better health related quality of life (HRQoL) scores than published results for a range of paediatric chronic health conditions. Differences between parent and child responses on both the PedsQL and SDQ favoured a more positive response on the child self-report questionnaire but were not statistically significant. DISCUSSION: Mean scores on the measures used suggest a relatively optimistic picture of general psychosocial well-being, especially for HRQoL, in the BEEC population studied. Positive HRQoL outcomes have recently been reported for BEEC paediatric populations. Our results reflect this trend with better mean HRQoL scores than paediatric patients with a range of other chronic health conditions. However, this optimism is cautious given the limitations of this evaluation study and the high variation around the means. Limitations included the small sample size (especially for patients with cloacal exstrophy), the lack of a control group, the limited sensitivity of generic questionnaires in respect of BEEC-specific issues, and the low mean age of patients in the study. Future screening programmes may wish to consider measuring BEEC-specific variables (e.g. satisfaction with genital appearance/function); collecting information on medical aspects, such as continence, pubertal stage and frequency/timing of medical intervention; and asking both parents/carers (where possible) to complete the questionnaires. CONCLUSIONS: Screening questionnaire responses were used in conjunction with clinical psychology consultations to evaluate a range of psychosocial aspects in BEEC paediatric patients. Whilst mean scores on the measures used suggest a relatively optimistic picture, certain individual scores did fall within the clinical ranges, highlighting the potential need for further assessment. Developmentally tailored consultations with a clinical psychologist can provide detailed information around questionnaire responses and further assess BEEC specific aspects.",2015.0,10.1016/j.jpurol.2014.10.013,LNG7SILQ,0,cognitive_additional,407
407,Prevalence of depressive symptoms in Japanese male patients with chronic obstructive pulmonary disease,"Hayashi, Y.; Senjyu, H.; Iguchi, A.; Iwai, S.; Kanada, R.; Honda, S.; Ozawa, H.","Aim: The objective of this study was to utilize commonly applied tools, the Hospital Anxiety and Depression Scale - Depression subscale (HADS-D) and the Center for Epidemiological Studies Depression Scale (CES-D), to screen for depressive symptoms in patients with stable chronic obstructive pulmonary disease (COPD). Furthermore, we sought to identify whether differences existed in the prevalence of depressive symptoms as assessed by CES-D and HADS-D, and predictors of depressive symptoms. Methods: The presence of depressive symptoms in 80 outpatients and 51 inpatients with stable COPD was assessed using the CES-D and HADS-D. Data regarding sex, educational level, body mass index, smoking index and pulmonary function were obtained to evaluate their independent contribution as predictors of depressive symptoms. Results: The prevalence of depressive symptoms was 29.8 \% based on CES-D and 40.5 \% based on HADS-D. A MacNemar test of COPD severity and analysis of the results of depressive symptoms based on CES-D and HADS-D revealed significant differences. Logistic regression analysis suggested that 'severity' is a predictor of depressive symptoms as assessed by CES-D, whereas 'body mass index', 'education level' and 'setting' were predictors of depressive symptoms as assessed by HADS-D. Conclusions: The prevalence of depressive symptoms differed when assessed with CES-D and HADS-D. The reasons behind this difference include the fact that HADS-D frequently detected depressive symptoms in patients with mild COPD as well as a tendency for HADS-D to be strongly influenced by education levels. In contrast, the severity of COPD was reflected in CES-D. It is possible that prevalence of depressive symptoms differs in accordance with the applied screening tool. \textcopyright 2011 Japanese Society of Psychiatry and Neurology.",2011.0,10.1111/j.1440-1819.2010.02171.x,S6K4HF4C,0,cognitive_additional,408
408,Affective and cognitive processes within threat-oriented family systems.,"Bugental, Daphne Blunt","the representation of care-giving relationships in terms of intervening cognitive variables is consistent with a general trend within the socialization literature / argued here that we need to add more specificity to our conceptualization of the role of cognitions [in parent-child relationships] / first, it is suggested that two types of cognitions-automatic and controlled-need to be considered / second, the importance of affect as both cause and consequence of cognitive processes is stressed / finally, evidence is presented from dysfunctional family systems in support of the proposed model / the model presented incorporates concepts from the fields of both developmental and social psychology (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1992.0,,6Q5NQA6Q,0,cognitive,409
409,Improving mental health in health care practitioners: Randomized controlled trial of a gratitude intervention.,"Cheng, Sheung-Tak; Tsui, Pui Ki; Lam, John H. M.","Objective: Chronic occupational stress is common among health care practitioners, with potential impacts on personal mental health and staff turnover. This study investigated whether directing practitioners' attention to thankful events in work could reduce stress and depressive symptoms. Method: A double-blind randomized controlled trial was conducted in 5 public hospitals with follow-up to 3 months posttreatment. One hundred two practitioners were randomly assigned into 3 conditions: gratitude, hassle, and nil-treatment. Those with scheduled long leaves were excluded. Participants in the gratitude and hassle group wrote work-related gratitude and hassle diaries respectively twice a week for 4 consecutive weeks. A no-diary group served as control. Depressive symptoms (primary outcome) and perceived stress (secondary outcome) were collected at baseline, posttreatment, and 3-month follow-up. Intent-to-treat analyses were performed with mixed-effects regression. Results: Significant Treatment x Time interaction effects were found for the gratitude intervention, whether it was compared with control or hassle; the general pattern was a decline in stress and depressive symptoms over time, but the rate of decline became less pronounced as time progressed. Hassle and control were basically indistinct from each other. Relative to control, the gratitude group reported lower depressive symptoms (-1.50 points; 95 \% CI [-2.98, -0.01]; d = -0.49) and perceived stress (-2.65 points; 95 \% CI [-4.00, -1.30]; d = -0.95) at follow-up. Results for the comparison between gratitude and hassle were similar. Conclusion: Taking stock of thankful events is an effective approach to reduce stress and depressive symptoms among health care practitioners. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,I2VNEWCS,0,diathesis,410
410,Stepped care for depression and anxiety in visually impaired older adults: multicentre randomised controlled trial.,"Hpa, Aa; Ghmb, Rens; Hc, Comijs; Th, Margrain; F, Gallindo-Garre; Jwr, Twisk; Rma, Nispen; Hp, Aa; Gh, Rens; Hc, Comijs; Th, Margrain; F, Gallindo-Garre; Jw, Twisk; Rm, Nispen","STUDY QUESTION: Is stepped care compared with usual care effective in preventing the onset of major depressive, dysthymic, and anxiety disorders in older people with visual impairment (caused mainly by age related eye disease) and subthreshold depression and/or anxiety? METHODS: 265 people aged >/=50 were randomly assigned to a stepped care programme plus usual care (n=131) or usual care only (n=134). Supervised occupational therapists, social workers, and psychologists from low vision rehabilitation organisations delivered the stepped care programme, which comprised watchful waiting, guided self help based on cognitive behavioural therapy, problem solving treatment, and referral to a general practitioner. The primary outcome was the 24 month cumulative incidence (seven measurements) of major depressive dysthymic and/or anxiety disorders (panic disorder, agoraphobia, social phobia, and generalised anxiety disorder). Secondary outcomes were change in symptoms of depression and anxiety, vision related quality of life, health related quality of life, and adaptation to vision loss over time up to 24 months' follow-up. STUDY ANSWER AND LIMITATIONS: 62 participants (46%) in the usual care group and 38 participants (29%) from the stepped care group developed a disorder. The intervention was associated with a significantly reduced incidence (relative risk 0.63, 95% confidence interval 0.45 to 0.87; P=0.01), even if time to the event was taken into account (adjusted hazard ratio 0.57, 0.35 to 0.93; P=0.02). The number needed to treat was 5.8 (3.5 to 17.3). The dropout rate was fairly high (34.3%), but rates were not significantly different for the two groups, indicating that the intervention was as acceptable as usual care. Participants who volunteered and were selected for this study might not be representative of visually impaired older adults in general (responders were significantly younger than non-responders), thereby reducing the generalisability of the outcomes. WHAT THIS STUDY ADDS: Stepped care seems to be a promising way to deal with depression and anxiety in visually impaired older adults. This approach could lead to standardised strategies for the screening, monitoring, treatment, and referral of visually impaired older adults with depression and anxiety. FUNDING, COMPETING INTERESTS, DATA SHARING: Funded by ZonMw InZicht, the Dutch Organisation for Health Research and Development-InSight Society. There are no competing interests. Full dataset and statistical code are available from the corresponding author.Study registration www.trialregister.nl NTR3296.",2015.0,10.1136/bmj.h6127,N4KMPFWB,0,diathesis,411
411,Repetitive transcranial magnetic stimulation (rTMS) for treatment-resistant major depression (TRMD) Veteran patients: study protocol for a randomized controlled trial,"Mi, Z.; Biswas, K.; Fairchild, J. K.; Davis-Karim, A.; Phibbs, C. S.; Forman, S. D.; Thase, M.; Georgette, G.; Beale, T.; Pittman, D.; et al.","Background: Evaluation of repetitive transcranial magnetic stimulation (rTMS) for treatment‐resistant major depression (TRMD) in Veterans offers unique clinical trial challenges. Here we describe a randomized, double‐blinded, intent‐to‐treat, two‐arm, superiority parallel design, a multicenter study funded by the Cooperative Studies Program (CSP No. 556) of the US Department of Veterans Affairs. Methods: We recruited medical providers with clinical expertise in treating TRMD at nine Veterans Affairs (VA) medical centers as the trial local investigators. We plan to enroll 360 Veterans diagnosed with TRMD at the nine VA medical centers over a 3‐year period. We will randomize participants into a double‐blinded clinical trial to left prefrontal rTMS treatment or to sham (control) rTMS treatment (180 participants each group) for up to 30 treatment sessions. All participants will meet Diagnostic and statistical manual of mental disorders, 4 th edition (DSM‐IV) criteria for major depression and will have failed at least two prior pharmacological interventions. In contrast with other rTMS clinical trials, we will not exclude Veterans with posttraumatic stress disorder (PTSD) or history of substance abuse and we will obtain detailed history regarding these disorders. Furthermore, we will maintain participants on stable anti‐depressant medication throughout the trial. We will evaluate all participants on a wide variety of potential predictors of treatment response including cognitive, psychological and functional parameters. Discussion: The primary dependent measure will be remission rate (Hamilton Rating Scale for Depression (HRSD24) <= 10), and secondary analyses will be conducted on other indices. Comparisons between the rTMS and the sham groups will be made at the end of the acute treatment phase to test the primary hypothesis. The unique challenges to performing such a large technically challenging clinical trial with Veterans and potential avenues for improvement of the design in future trials will be described. Trial registration: ClinicalTrials.gov, NCT01191333. Registered on 26 August 2010. This report is based on the protocol version 4.6 amended in February 2016. All items from the World Health Organization Trial Registration Data Set are listed in Appendix A. Copyright © 2017 The Author(s).",2017.0,10.1186/s13063-017-2125-y,VLPY9KGG,0,additional,412
412,Commitment to treatment goals in prediction of group cognitive-behavioral therapy treatment outcome for women with bulimia nervosa.,"Mussell, Melissa Pederson; Mitchell, James E.; Crosby, Ross D.; Fulkerson, Jayne A.; Hoberman, Harry M.; http://orcid.org/Crosby","The purpose of this study was to investigate potential client variables that predict favorable response to group cognitive-behavioral therapy in a sample of women (N = 143) seeking treatment for bulimia nervosa. Similar to findings of previous studies, bulimic symptom remission at end of treatment was predicted by baseline degree of bulimic symptom severity but not by depressive symptomatology or perfectionism. After these variables were controlled for, both pretreatment ratings of desire to discontinue bulimic behaviors and expected success significantly added to prediction of treatment outcome. The primary variable found to predict longer term outcome was symptom remission at the end of treatment and at the 1-month follow-up. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,U3FZZUWK,0,behavior,413
413,"Randomized, placebo-controlled trial of sertraline and contingency management for the treatment of methamphetamine dependence","Shoptaw, S.; Huber, A.; Peck, J.; Yang, X.; Liu, J.; null Jeff, Dang; Roll, J.; Shapiro, B.; Rotheram-Fuller, E.; Ling, W.","Hypotensive effect of dl-Mandelamidine (Olmidine, MA) in combination with some established antihypertensive drugs was studied in conscious normotensive rats. The mean blood pressure and heart rate were measured by means of a pressure transducer via a polyethylene tube inserted into the abdominal aorta of rat according to the method described by Weeks. The results obtained were as follows; 1) The hypotensive effects of guanethidine and hydrochlorothiazide were enhanced in combination with MA. 2) The hypotensive effect of reserpine was reduced by MA. 3) The hypotensive effects of clonidine, C6, propranolol and hydralazine were uneffected by MA. On the other hand, changes in heart rate induced by reserpine and C6 were increased by MA, however, those induced by guanethidine, clonidine propranolol and hydralazine were decreased by MA. The slight decrease in heart rate induced by hydrochlorothiazide was uneffected by MA. In view of our data, it is considered important that investigation of the interaction of antihypertensive drugs be done using conscious animals, as these drugs will be clinically prescribed.",2006.0,10.1016/j.drugalcdep.2006.03.005,VK546H9F,0,behavior,414
414,A Group Cognitive-Behavioural Intervention to Prevent Depression Relapse in Individuals Having Recently Returned to Work: protocol and Feasibility,"Lecomte, T.; Corbière, M.","Workplace depression is one of the major causes for sick leave and loss of productivity at work. Many studies have investigated factors predicting return to work for people with depression, including studies evaluating return to work programs and organizational factors. Yet, a paucity of studies have targeted the prevention of depressive relapses at work, even though more than half of those having had a depression will have a depressive relapse in the near future.Objectives This article describes a research protocol involving a novel group intervention based on cognitive behavioural principles with the aim to optimize return to work and diminish risk of depressive relapses.Method This pilot study follows a randomized controlled trial design, with half the participants (N=25) receiving the group intervention and the other half (N=25) receiving usual services. The theoretical and empirical underpinnings of the intervention are described, along with a detailed presentation of the intervention and of the study's objectives. The group intervention consists of 8 sessions whereby Cognitive behavioural therapy (CBT) principles and techniques are applied to the following themes: (1) Coping with stress at work; (2) Recognizing and modifying my dysfunctional beliefs linked to work; (3) Overcoming obstacles linked to work functioning and maintaining work; (4) Negotiating needed work adjustments with the support of the immediate supervisor; (5) Finding my strengths and competencies related to work; (6) Accepting criticism and asserting myself appropriately at work; (7) Uncovering my best coping strategies for work.Results Qualitative information pertaining to the first two cohorts' participants' subjective appreciation of the group experience revealed that the intervention was perceived as very useful by all, with group support, namely harmony and interpersonal support, as well as CBT strategies being mentioned specifically.Conclusion Finally, the potential relevance of the group intervention will be brought forward.",2017.0,,MVNXEG8E,0,additional,415
415,Cognitive impairment in affective psychoses: a meta-analysis.,"Bora, Emre; Yucel, Murat; Pantelis, Christos","It has recently been suggested that cognitive impairment should be included in the diagnostic criteria of schizophrenia. One of the main arguments in support of this suggestion has been the hope that cognitive impairment can help distinguish schizophrenia from bipolar disorder (BD). However, recent evidence shows that cognitive deficits occur in BD and persist beyond euthymia. Further, mood disorders with psychotic features might be expected to manifest greater cognitive impairment, which further complicates the potential to differentiate these disorders. The goal of the current meta-analysis was to examine the magnitude and characteristics of cognitive impairments in affective psychoses (AP). A systematic search of the existing literature sourced 27 studies that met the inclusion criteria. These studies compared cognitive performances of 763 patients with AP (550 BD and 213 major depressive disorder) and 1823 healthy controls. Meta-regression and subgroup analyses were used to examine the effects of moderator variables. Meta-analyses of these studies showed that patients with AP were impaired in all 15 cognitive tasks with large effect sizes for most measures. There were no significant differences between the magnitude of impairments between the BD and major depressive disorder groups. The largest effect size was found for symbol coding, stroop task, verbal learning, and category fluency, reflecting impairments in elementary and complex aspects of attentional processing, as well as learning and memory. In general, the pattern of cognitive impairments in AP was similar to reported findings in euthymic patients with BD, but relatively more pronounced.",2010.0,10.1093/schbul/sbp093,9ARRRVG8,0,cognitive,416
416,Baseline-dependency of nicotine effects: A review,"Perkins, K. A.","'Rate-dependency', a founding observation of behavioral pharmacology, generally indicates that effects of drugs will be inversely related to the rate of operant responding under control conditions (i.e. decrease in high-rate behaviors and increase in low-rate behaviors). 'Baseline-dependency' encompasses rate-dependency and extends this notion to other drug effects, including those assessed by means other than 'rate' (such as subjective mood self-reports). Although little human research has specifically investigated the effects of nicotine as a function of baseline level of responding, a number of studies suggest baseline-dependent differences in the influence of nicotine on behavioral and cognitive task performance and on subjective mood responses. Results of many animal studies also are very consistent with these observations. Baseline-dependency, perhaps, is most clearly demonstrated in comparisons between groups selected on the basis of specific characteristics (e.g. high vs low 'trait hostility'), or within subjects as a result of acute environmental manipulations (e.g. high vs low 'stress' task). Moreover, baseline-dependency of the effects of nicotine may have broader applicability in explaining individual differences in vulnerability to nicotine dependence, particularly among those with psychiatric disorders (e.g. depression). While individual differences in responses to nicotine may be due to differences in pharmacological sensitivity to nicotine, as commonly assumed, they also may be due partly to individual and situationally determined differences in baseline level of responding on the measure of interest. Consideration of the conditions under which baseline-dependent effects of nicotine are observed may clarify both individual difference and situational influences on responses to nicotine.",1999.0,,C26UB8UT,0,diathesis,417
417,An intervention for reducing secondary traumatization and improving professional self-efficacy in well baby clinic nurses following war and terror: A random control group trial,"Berger, Rony; Gelkopf, Marc","Background: Due to the terror and war-related situation in Israel, well baby clinic nurses dealing with a large number of traumatized and highly distressed infants, toddlers and their parents have become overwhelmed. Objectives: (1) Assess the level of secondary traumatization, including lack of compassion satisfaction, burnout and compassion fatigue of well baby clinic nurses living under chronic threat of war and terror. (2) Assess the efficacy of an intervention aimed at providing well baby clinic nurses with psycho-educational knowledge pertaining to stress and trauma in infants, young children and parents. This intervention provides the nurses with screening tools for identifying children and parents at risk of developing stress-related problems and equips them with stress management techniques. Design: Quasi-random control trial. Setting: The intervention took place in Israel, in war (North) and terror (South) affected areas. Participants: Ninety well baby clinic nurses from the most war and terror affected areas in Israel were approached, 42 were randomly assigned the experimental intervention and 38 served as a waiting list group. Methods: The intervention was comprised of 12 weekly 6-h sessions. Each session included theoretical knowledge, experiential exercises based on the nurses' work or personal life experience, and the learning of skills accompanied by homework assignments. Participants were assessed on self-report measures of secondary traumatization, professional self-efficacy, hope, sense of mastery and self-esteem before and after the intervention. Results: (1) Well baby clinic nurses were found to have elevated secondary traumatization levels. (2) Compared to the waiting list group, the intervention group improved significantly on the professional self-efficacy measure as well as reducing the level of secondary traumatization. Furthermore, improvement on all secondary traumatization measures covaried with the improvement on the professional self-efficacy assessments. Based on additional informal reports, the improvement was observed to be clinically significant. Conclusions: Training of medical personnel who work with traumatized children and their families and who may also be under the threat of war and terror is essential to both improving their professional functioning, as well as reducing the vulnerability to secondary traumatization. ?? 2010 Elsevier Ltd.",2011.0,10.1016/j.ijnurstu.2010.09.007,HBGSCIWW,0,diathesis,418
418,Associations Between Interpretation Bias and Depression in Adolescents,"Orchard, F.; Pass, L.; Reynolds, S.","Interpretation biases have been shown to play a role in adult depression and are a target in cognitive behavioural therapy. Adolescence is a key risk period for the development of depression and a period of rapid cognitive and emotional development but little research has investigated the relationship between interpretation biases and depression in adolescents. This study adapted a measure of interpretation bias, the Ambiguous Scenarios Test for Depression, for adolescents and evaluated its reliability and validity. A community sample of 206 young people aged 12–18 years completed a validated measure of depression symptoms (Mood and Feelings Questionnaires) and the adapted Ambiguous Scenarios Test. The Ambiguous Scenarios Test for Depression in Adolescents had good internal consistency and split half reliability. Depression symptoms were associated with participants' ratings of the valence of ambiguous situations and with interpretation biases. Importantly, symptoms of depression and anxiety were independently associated with interpretation bias. This research suggests that interpretation biases can be measured in this age group, that negative interpretation biases exist in adolescents and that these are associated with depression symptoms.",2016.0,,X4DWW4DS,0,behavior,419
419,Inflammation and Improvement of Depression Following Electroconvulsive Therapy in Treatment-Resistant Depression,"Kruse, J. L.; Congdon, E.; Olmstead, R.; Njau, S.; Breen, E. C.; Narr, K. L.; Espinoza, R.; Irwin, M. R.","OBJECTIVE: Electroconvulsive therapy (ECT) is the most robust acute treatment for severe major depressive disorder, yet clinical response is variable. Inflammation is associated with depression, especially in women, and levels of C-reactive protein (CRP) and interleukin (IL)-6 predict response to antidepressant medications. This study evaluated whether markers of inflammation predicted response to electroconvulsive therapy (ECT) in patients with treatment-resistant depression and to what extent this association differed between men and women. METHODS: In patients (N = 29) who had a current major depressive episode diagnosed using DSM-IV-TR criteria and were scheduled to undergo ECT at an academic referral center, levels of CRP, IL-6, IL-8, and tumor necrosis factor-alpha and severity of depressive symptoms (Montgomery-Asberg Depression Rating Scale [MADRS]) were prospectively evaluated before ECT treatment, after the second ECT session, and again at the completion of the index treatment series. Data were collected between December 2011 and December 2014. The primary outcome was end-of-treatment MADRS score. RESULTS: In multivariate analyses, higher levels of IL-6 at baseline, but not other inflammatory markers or clinical variables, were associated with lower end-of-treatment MADRS score (P = .01). When stratified by sex, IL-6 remained a significant predictor of end-of-treatment MADRS for women (P = .02) but not men (P = .1), and CRP emerged as a significant predictor for women (P = .04) but not men (P = .66). CRP and IL-6 increased from baseline to the second ECT session (P values < .01) and returned to baseline levels at end of treatment; these changes did not relate to MADRS score over the course of ECT. CONCLUSIONS: Levels of IL-6 prior to ECT treatment may be useful in identifying those depressed patients most likely to benefit from ECT treatment. In contrast, acute changes in IL-6 and CRP may reflect spikes in inflammatory response related to the initiation of seizure therapy, but not mood. Assessment of pretreatment inflammatory biomarkers, especially in women, might be useful in guiding treatment decision-making in treatment-resistant depression.",2018.0,10.4088/JCP.17m11597,CUHBD676,0,additional,420
420,Is health-related quality of life an independent predictor of survival in patients with chronic heart failure?,"Faller, H.; Strk, S.; Schowalter, M.; Steinbchel, T.; Wollner, V.; Ertl, G.; Angermann, C. E.","Objective: The aim of this study was to examine whether the physical and mental components of health-related quality of life (HRQoL) are independent predictors of survival in patients with chronic heart failure (CHF). Methods: A cohort of 231 outpatients with CHF was followed prospectively for 986 days (median; interquartile range=664-1120). Generic HRQoL was measured with the Short Form-36 Health Survey (SF-36), disease-specific HRQoL was measured with the Kansas City Cardiomyopathy Questionnaire, and depression was measured with the self-reported Patient Health Questionnaire. Results: Both generic and disease-specific HRQoL were predictive of survival on univariate analyses. After adjustment for prognostic factors such as age, gender, degree of left ventricular dysfunction, and functional status, only the mental health component of SF-36 and the disease-specific HRQoL remained significant. When depression was included, both measures also lost their predictive power. Conclusion: Our data suggest that the prognostic value of patients' HRQoL reflects confounding with the severity of disease and comorbid depression. \textcopyright 2007 Elsevier Inc. All rights reserved.",2007.0,10.1016/j.jpsychores.2007.06.026,XLA2Y8AJ,0,cognitive_additional,421
421,Kleine-Levin Syndrome: An Overview and Relevance to Nursing Practice.,"Arnone, Jacqueline M.; Conti, Richard P.","Kleine-Levin syndrome (KLS) is a neuropsychiatric sleep disorder primarily affecting adolescent males. Onset is insidious, idiopathic, and hastened by neurological incident or infection. Typically, the initial onset occurs during the teen years or after the second decade, although cases have been documented in early childhood, adulthood, and senescence. KLS is marked by unexpected debilitating, yet reversible, episodic hypersomnia, with varying recurrence rates; cognitive and behavioral impairment; compulsive eating; and feelings of derealization, hypersexuality, apathy, and depressed mood. Diagnosis is problematic due to the syndrome's rarity, disparity of presenting clinical symptoms, and misdiagnosis. Correct diagnosis can take up to 4 years. The clinical course is approximately 8 to 14 years from initial onset, yet may be longer in the adult form of the disorder. KLS has been shown to impact activities of daily living, usurping an adolescent of his/her social relations with peers, experiences, and time.",2016.0,10.3928/02793695-20160219-07,ZMT2QP45,0,cognitive,422
422,The role of readiness to change in response to treatment of adolescent depression.,"Lewis, Cara C.; Simons, Anne D.; Silva, Susan G.; Rohde, Paul; Small, David M.; Murakami, Jessica L.; High, Robin R.; March, John S.","The effect of readiness to change on treatment outcome was examined among 332 adolescents (46 \% male, 74 \% Caucasian), ages 12 through 17 years (M = 14.6, SD = 1.5), with major depressive disorder who were participating in the Treatment for Adolescents With Depression Study (TADS). TADS is a randomized clinical trial comparing the effectiveness of fluoxetine (an antidepressant medication), cognitive-behavioral therapy, their combination, and a pill placebo. An abbreviated Stages of Change Questionnaire was used to obtain 4 readiness to change scores: precontemplation, contemplation, action, and maintenance. The association between each readiness score and depression severity across 12 weeks of acute treatment for depression, as measured by the Children's Depression Rating Scale-Revised, was examined. Although treatment response was not moderated by any of the readiness scores, baseline action scores predicted outcome: Higher action scores were associated with better outcome regardless of treatment modality. Furthermore, treatment effects were mediated by change in action scores during the first 6 weeks of treatment, with increases in action scores related to greater improvement in depression. Assessing readiness to change may have implications for tailoring treatments for depressed adolescents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,XRZ6LQNS,0,behavior,423
423,Efficacy of cognitive-behavioral therapy in patients with bipolar disorder: A metaanalysis of randomized controlled trials,"Chiang, Kai-Jo; Tsai, Jui-Chen; Liu, Doresses; Lin, Chueh-Ho; Chiu, Huei-Ling; Chou, Kuei-Ru","Background: Although cognitive behavioral therapy (CBT) is considered a promising adjuvant to pharmacotherapy for treating bipolar disorder (BD), its efficacy is unproven. The present review and meta-analysis evaluated the treatment outcomes of patients with BD treated with CBT plus medication and compared these data with the outcomes of those who received standard care alone. Methods: Electronic searches from inception to July 31, 2016, were performed using PubMed, Medline OVID, Cochrane Library, EMBASE, CINAHL plus, and PsycINFO. In the extensive electronic literature search, keywords such as ""bipolar disorder,"" ""manic-depressive psychosis,"" ""bipolar affective disorder,"" ""bipolar depression,"" ""cognitive therapy,: ""cognitive-behavioral therapy,"" and ""psychotherapy"" were transformed into MeSH terms, and only randomized controlled trials (RCTs) were included. The pooled odds ratios (ORs) of relapse rates and Hedges's g, along with 95% confidence intervals (CIs), for the mean differences in the levels of depression, mania, and psychosocial functioning were calculated. Further subgroup analyses were conducted according to the characteristics of the CBT approaches, patients, and therapists, if the data were available. Result: A total of 19 RCTs comprising 1384 patients with type I or II BD were enrolled in our systematic review and meta-analysis. The main analysis revealed that CBT could lower the relapse rate (pooled OR = 0.506; 95% CI = 0.278 -0.921) and improve depressive symptoms (g = -0.494; 95% CI = -0.963 to -0.026), mania severity (g = -0.581; 95% CI = -1.127 to -0.035), and psychosocial functioning (g = 0.457; 95% CI = 0.106+/-0.809). Conclusions: CBT is effective in decreasing the relapse rate and improving depressive symptoms, mania severity, and psychosocial functioning, with a mild-to-moderate effect size. Subgroup analyses indicated that improvements in depression or mania are more potent with a CBT treatment duration of >= 90 min per session, and the relapse rate is much lower among patients with type I BD. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",2017.0,,J87S7VHM,0,additional,424
