,record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
65,66,Developing measures of quality for the emergency department management of pediatric suicide-related behaviors,"OBJECTIVE: Given the public health importance of suicide-related behaviors and the corresponding gap in the performance measurement literature, we sought to identify key candidate process indicators (quality of care measures) and structural measures (organizational resources and attributes) important for emergency department (ED) management of pediatric suicide-related behaviors. METHODS: We reviewed nationally endorsed guidelines and published research to establish an inventory of measures. Next, we surveyed expert pediatric ED clinicians to assess the level of agreement on the relevance (to patient care) and variability (across hospitals) of 42 candidate process indicators and whether 10 hospital and regional structural measures might impact these processes. RESULTS: Twenty-three clinicians from 14 pediatric tertiary-care hospitals responded (93% of hospitals contacted). Candidate process indicators identified as both most relevant to patient care (>/=87% agreed or strongly agreed) and most variable across hospitals (>/=78% agreed or strongly agreed) were wait time for medical assessment""; referral to crisis intervention worker/program; mental health, psychosocial, or risk assessment requested; any inpatient admission; psychiatric inpatient admission; postdischarge treatment plan; wait time for first follow-up appointment; follow-up obtained; and type of follow-up obtained. Key hospital and regional structural measures (>/=87% agreed or strongly agreed) were specialist staffing and type of specialist staffing in or available to the ED; regional policies, protocols, or procedures;"" and inpatient psychiatric services. CONCLUSIONS: This study highlighted candidate performance measures for the ED management of pediatric suicide-related behaviors. The 9 candidate process indicators (covering triage, assessment, admission, discharge, and follow-up) and 4 hospital and regional structural measures merit further development.",0,0,
66,67,A Formative Study of Colon Cancer Surveillance Care: Implications for Survivor-Centered Interventions,"Colon cancer is one of the most commonly diagnosed cancers in the United States, and an increasing number of survivors has underscored the need for improved colon cancer surveillance care quality. Post-treatment surveillance includes follow-up care visits and tests as well as psychosocial support and lifestyle counseling. This formative study explored the individual, interpersonal, and organizational-level factors related to adherence to surveillance care guidelines to identify modifiable factors for potential educational intervention strategies. A convenience sample of 22 survivors (12 women and 10 men) from two cancer centers were recruited to participate in focus groups or key informant telephone interviews to explore their experiences with care after completing treatment and complete a brief survey. Content analysis was used to identify themes. Results confirmed that survivors navigated a complex surveillance care schedule and described a strong trust in their health care providers that guided their follow-up care experiences. Participants defined the terms ""survivorship"" and ""follow-up"" in a variety of different ways. Individual-level themes critical to survivors' experiences included having a positive attitude, relying on one's faith, and coping with fears. Interpersonal-level themes centered around interactions and communication with family and health care providers in follow-up care. While organizational-level factors were highlighted infrequently, participants rated office reminder systems and communication among their multiple providers as valuable. Educational interventions capitalizing on survivors' connections with their physicians and focusing on preparing survivors for what to expect in the next phase of their cancer experience, could be beneficial at the end of treatment to activate survivors for the transition to the post-treatment period.",0,0,
67,68,Best strategies to implement clinical pathways in an emergency department setting: study protocol for a cluster randomized controlled trial,"Background The clinical pathway is a tool that operationalizes best evidence recommendations and clinical practice guidelines in an accessible format for ¡®point of care¡¯ management by multidisciplinary health teams in hospital settings. While high-quality, expert-developed clinical pathways have many potential benefits, their impact has been limited by variable implementation strategies and suboptimal research designs. Best strategies for implementing pathways into hospital settings remain unknown. This study will seek to develop and comprehensively evaluate best strategies for effective local implementation of externally developed expert clinical pathways.  Design/methods We will develop a theory-based and knowledge user-informed intervention strategy to implement two pediatric clinical pathways: asthma and gastroenteritis. Using a balanced incomplete block design, we will randomize 16 community emergency departments to receive the intervention for one clinical pathway and serve as control for the alternate clinical pathway, thus conducting two cluster randomized controlled trials to evaluate this implementation intervention. A minimization procedure will be used to randomize sites. Intervention sites will receive a tailored strategy to support full clinical pathway implementation. We will evaluate implementation strategy effectiveness through measurement of relevant process and clinical outcomes. The primary process outcome will be the presence of an appropriately completed clinical pathway on the chart for relevant patients. Primary clinical outcomes for each clinical pathway include the following: Asthma¡ªthe proportion of asthmatic patients treated appropriately with corticosteroids in the emergency department and at discharge"";"" and Gastroenteritis¡ªthe proportion of relevant patients appropriately treated with oral rehydration therapy. Data sources include chart audits, administrative databases, environmental scans, and qualitative interviews. We will also conduct an overall process evaluation to assess the implementation strategy and an economic analysis to evaluate implementation costs and benefits.  Discussion This study will contribute to the body of evidence supporting effective strategies for clinical pathway implementation, and ultimately reducing the research to practice gaps by operationalizing best evidence care recommendations through effective use of clinical pathways.",0,0,
68,69,Implementing a guideline for the treatment of type 2 diabetics: results of a cluster-randomized controlled trial (C-RCT),"BACKGROUND: In Italy many diabetics still lack adequate care in general practice. We assessed the effectiveness of different strategies for the implementation of an evidence-based guideline for the management of non-complicated type 2 diabetes among General Practitioners (GPs) of Lazio region. METHODS: Three-arm cluster-randomised controlled trial with GPs as units of randomisation (clusters). 252 GPs were randomised either to an active strategy (training module with administration of the guideline), or to a passive dissemination (administration of the guideline only), or to usual care (control). Data on prescriptions of tests and drugs were collected by existing information systems, whereas patients' data came from GPs' databases. Process outcomes were measured at the cluster level one year after the intervention. Primary outcomes concerned the measurement of glycosilated haemoglobin and the commissioning of micro- and macrovascular complications assessment tests. In order to assess the physicians' drug prescribing behaviour secondary outcomes were also calculated. RESULTS: GPs identified 6395 uncomplicated type 2 patients with a high prevalence of cardiovascular risk factors. Data on GPs baseline performance show low proportions of glycosilated haemoglobin assessments. Results of the C-RCT analysis indicate that the active implementation strategy was ineffective relating to all primary outcomes (respectively, OR 1.06 [95% IC: 0.76-1.46]""; OR 1.07 [95% IC: 0.80-1.43];"" OR 1.4 [95% IC:0.91-2.16]. Similarly, passive dissemination of the guideline showed no effect. CONCLUSION: In our region compliance of GPs with guidelines was not enhanced by a structured learning programme. Implementation through organizational measures appears to be essential to induce behavioural changes. TRIAL REGISTRATION: ISRCTN80116232.",0,0,
69,70,WIC providers' perspectives on offering smoking cessation interventions,"PURPOSE: To examine the perspectives of WIC clinic providers on offering smoking cessation interventions for pregnant women. STUDY DESIGN AND METHODS: Four focus groups consisting of WIC nurses, dietitians, and social workers (N = 25) were conducted at WIC clinics in eastern Iowa. Researchers developed discussion guidelines to determine how WIC providers currently approached pregnant women who smoke cigarettes and what they considered barriers to providing effective smoking cessation interventions. Code mapping was used to analyze focus group discussions. RESULTS: Factors influencing the ability of WIC staff to provide a smoking cessation intervention for pregnant women included available time, clinic priorities, staff approaches to clients, and staff training. In addition, providers expressed concerns about educational materials for clients as well as additional client issues that prevented smoking cessation. The absence of mechanisms to track clinic outcomes related to smoking cessation was also noted. CLINICAL IMPLICATIONS: WIC providers have time limitations that may necessitate minimal or low-intensity interventions for smoking cessation, but did not know that such approaches are actually effective. WIC providers require more education about the entire issue of smoking cessation in order to become more proactive in their attempts to help pregnant women quit. Training that enhances self-efficacy and understanding of the impact of smoking on mothers, infants, and children should be initiated to motivate staff to intervene. Another strategy to motivate WIC staff in this regard could be tracking clinic outcomes in helping women to quit smoking or prevent relapse.",0,0,
70,71,A clinically integrated post-graduate training programme in evidence-based medicine versus 'no intervention' for improving disability evaluations: a cluster randomised clinical trial,"BACKGROUND: Although several studies have shown that teaching EBM is effective in improving knowledge, at present, there is no convincing evidence that teaching EBM also changes professional behaviour in practice. Therefore, the primary aim of this study was to evaluate the effectiveness of a clinically integrated post-graduate training programme in EBM on evidence-based disability evaluation. METHODS AND FINDINGS: In a cluster randomised controlled trial, fifty-four case-based learning groups consisting of 132 physicians and 1680 patients were randomly assigned to the intervention or control groups. A clinically integrated, post-graduate, 5-day training programme in evidence-based medicine, consisting of (home) assignments, peer teaching, interactive training in searching databases, lectures and brainstorming sessions was provided to the intervention group. The control group received no training. The primary outcome was evidence-based disability evaluation, as indicated by the frequency in use of evidence of sufficient quality in disability evaluation reports. There are no general EBM behaviour outcome measures available. Therefore, we followed general guidelines for constructing performance indicators and defined an a priori cut-off for determination of sufficient quality as recommended for evaluating EB training. Physicians trained in EBM performed more evidence-based disability evaluations compared to physicians in the control group (difference in absolute proportion 9.7%, 95% CI 3.5 to 15.9). The primary outcome differences between groups remained significant after both cluster-adjusted analysis and additional sensitivity analyses accounting for subjects lost to follow-up. CONCLUSIONS: A EBM programme successfully improved the use of evidence in a non-hospital based medical specialty. Our findings support the general recommendations to use multiple educational methods to change physician behaviour. In addition, it appeared important that the professional context of the intervention was very supportive in the sense that searches in databases, using and applying guidelines and other forms of evidence are considered standard practice and are encouraged by colleagues and management.",0,0,
71,72,Life sustaining technologies and the elderly,,0,0,
72,73,Understanding practice: the factors that influence management of mild traumatic brain injury in the emergency department--a qualitative study using the Theoretical Domains Framework,"BACKGROUND: Mild traumatic brain injury is a frequent cause of presentation to emergency departments. Despite the availability of clinical practice guidelines in this area, there is variation in practice. One of the aims of the Neurotrauma Evidence Translation program is to develop and evaluate a targeted, theory- and evidence-informed intervention to improve the management of mild traumatic brain injury in Australian emergency departments. This study is the first step in the intervention development process and uses the Theoretical Domains Framework to explore the factors perceived to influence the uptake of four key evidence-based recommended practices for managing mild traumatic brain injury. METHODS: Semi-structured interviews were conducted with emergency staff in the Australian state of Victoria. The interview guide was developed using the Theoretical Domains Framework to explore current practice and to identify the factors perceived to influence practice. Two researchers coded the interview transcripts using thematic content analysis. RESULTS: A total of 42 participants (9 Directors, 20 doctors and 13 nurses) were interviewed over a seven-month period. The results suggested that (i) the prospective assessment of post-traumatic amnesia was influenced by: knowledge""; beliefs about consequences; environmental context and resources; skills; social/professional role and identity; and beliefs about capabilities; (ii) the use of guideline-developed criteria or decision rules to inform the appropriate use of a CT scan was influenced by: knowledge; beliefs about consequences; environmental context and resources; memory, attention and decision processes; beliefs about capabilities; social influences; skills and behavioral regulation; (iii) providing verbal and written patient information on discharge was influenced by: beliefs about consequences; environmental context and resources; memory, attention and decision processes; social/professional role and identity; and knowledge; (iv) the practice of providing brief, routine follow-up on discharge was influenced by: environmental context and resources; social/professional role and identity; knowledge; beliefs about consequences;"" and motivation and goals. CONCLUSIONS: Using the Theoretical Domains Framework, factors thought to influence the management of mild traumatic brain injury in the emergency department were identified. These factors present theoretically based targets for a future intervention.",0,0,
73,74,Juniors' hours of work,,0,0,
74,75,Hypertension improvement project: randomized trial of quality improvement for physicians and lifestyle modification for patients,"Despite widely publicized hypertension treatment guidelines for physicians and lifestyle recommendations for patients, blood pressure control rates remain low. In community-based primary care clinics, we performed a nested, 2 x 2 randomized, controlled trial of physician intervention versus control and/or patient intervention versus control. Physician intervention included internet-based training, self-monitoring, and quarterly feedback reports. Patient intervention included 20 weekly group sessions followed by 12 monthly telephone counseling contacts and focused on weight loss, Dietary Approaches to Stop Hypertension dietary pattern, exercise, and reduced sodium intake. The primary outcome was change in systolic blood pressure at 6 months. Eight primary care practices (32 physicians) were randomized to physician intervention or control groups. Within those practices, 574 patients were randomized to patient intervention or control groups. Patient mean age was 60 years, 61% were women, and 37% were black. Blood pressure data were available for 91% of patients at 6 months. The main effect of physician intervention on systolic blood pressure at 6 months, adjusted for baseline pressure, was 0.3 mm Hg (95% CI: 1.5 to 2.2""; P=0.72). The main effect of the patient intervention was 2.6 mm Hg (95% CI: 4.4 to 0.7; P=0.01). The interaction of the 2 interventions was significant (P=0.03); the largest impact was observed with the combination of physician and patient intervention (9.7 +/- 12.7 mm Hg). Differences between treatment groups did not persist at 18 months. Combined physician and patient interventions lowers blood pressure;"" future research should focus on enhancing effectiveness and sustainability of these interventions.",0,0,
75,76,Detection of lymphocytotoxic antibodies in relatives of patients with type I diabetes,"Concentrations of lymphocytotoxic antibodies were measured in serum samples from 19 patients recently diagnosed as having type I diabetes and 43 healthy relatives (33 consanguineous and 10 non-consanguineous). The specificity of the reaction was tested at 15 degrees C and 37 degrees C against T lymphocytes and purified helper/inducer and cytotoxic/suppressor subsets. The concentrations of lymphocytotoxic antibodies in each of the three test groups were significantly higher than those in controls (type I patients, p less than 0.005""; consanguineous relatives, p less than 0.001;"" and non-consanguineous relatives, p less than 0.002). The frequency of detection of the antibodies was also greater in each of the study groups (p less than 0.01, p less than 0.01, and p less than 0.05, respectively). Cytotoxicity affected both subsets at 15 degrees C but only cytotoxic/suppressor cells at 37 degrees C. The findings of lymphocytotoxic antibodies in healthy relatives of type I diabetics, irrespective of consanguinity, suggests that an environmental agent such as a virus is at least partially responsible for this lymphocytotoxic effect. Furthermore, the residual cytotoxic/suppressor cell killing at 37 degrees C could explain the defect of suppressor cells observed in these patients.",0,0,
76,77,Civil commitment of the anorexic patient,"Involuntary commitment appears to be an infrequently used intervention with anorexic patients, in part because of clinicians' uncertainty about its applicability to this population. In contrast to overtly suicidal patients, anorexic patients typically fail to express an intent to harm themselves, although their actions may result in severe harm. Examination of the language of civil commitment statutes, however, suggests that when the behavior of anorexic patients endangers their lives, they will usually be committable under grave disability standards. This appears to comport with the practices of experts in the treatment of anorexia, and with practices in other countries as well. Involuntary commitment should be used as an approach of last resort, when patients decline voluntary hospitalization and their physical safety is at risk. Moreover, civil commitment should probably also be limited to circumstances in which therapeutic gain is likely from hospitalization. Many severely ill anorexic patients will lack competence to make treatment decisions on their own behalf, allowing involuntary feeding and other procedures to take place, if necessary. Civil commitment is a tool that can legitimately be used in emergent situations with anorexic patients.",0,0,
77,78,Effects of an evidence service on health-system policy makers' use of research evidence: A protocol for a randomised controlled trial,"Background Health-system policy makers need timely access to synthesised research evidence to inform the policy-making process. No efforts to address this need have been evaluated using an experimental quantitative design. We developed an evidence service that draws inputs from Health Systems Evidence, which is a database of policy-relevant systematic reviews. The reviews have been (a) categorised by topic and type of review""; (b) coded by the last year searches for studies were conducted and by the countries in which included studies were conducted; (c) rated for quality;"" and (d) linked to available user-friendly summaries, scientific abstracts, and full-text reports. Our goal is to evaluate whether a ""full-serve"" evidence service increases the use of synthesized research evidence by policy analysts and advisors in the Ontario Ministry of Health and Long-Term Care (MOHLTC) as compared to a ""self-serve"" evidence service.  Methods/design We will conduct a two-arm randomized controlled trial (RCT), along with a follow-up qualitative process study in order to explore the findings in greater depth. For the RCT, all policy analysts and policy advisors (n = 168) in a single division of the MOHLTC will be invited to participate. Using a stratified randomized design, participants will be randomized to receive either the ""full-serve"" evidence service (database access, monthly e-mail alerts, and full-text article availability) or the ""self-serve"" evidence service (database access only). The trial duration will be ten months (two-month baseline period, six-month intervention period, and two month cross-over period). The primary outcome will be the mean number of site visits/month/user between baseline and the end of the intervention period. The secondary outcome will be participants' intention to use research evidence. For the qualitative study, 15 participants from each trial arm (n = 30) will be purposively sampled. One-on-one semi-structured interviews will be conducted by telephone on their views about and their experiences with the evidence service they received, how helpful it was in their work, why it was helpful (or not helpful), what aspects were most and least helpful and why, and recommendations for next steps.  Discussion To our knowledge, this will be the first RCT to evaluate the effects of an evidence service specifically designed to support health-system policy makers in finding and using research evidence.",0,0,
78,79,A quality improvement intervention to address provider behaviour as it relates to utilisation of CA-MRSA guidelines,"AIMS AND OBJECTIVES: To evaluate the impact of a provider focused quality improvement educational intervention on appropriate prescribing for community associated methicillin-resistant Staphylococcus aureus infection. BACKGROUND: Patient, provider and health system factors contribute to appropriate antibiotic prescription. Achieving appropriate prescribing is critical in decreasing the burden of antibiotic resistance. Knowledge of appropriate prescribing for community associated methicillin-resistant Staphylococcus aureus infection is the first step in shifting prescriber behaviour to evidence-based recommendations. DESIGN: Quality Improvement Project. METHOD: Following a review of best practice guidelines and application of the Stetler Research Utilization model, a brief educational intervention was delivered using voice over PowerPoint. Items in the educational intervention included indications for screening, particularly focusing on the role of watch and wait after culturing for simple abscesses. The intervention was delivered in a for-profit, nonacademic, urgent care setting, and assessed prescribing providers' knowledge and practice. RESULTS: Out of 48 medical doctor, physician assistant and nurse practitioner providers, 18 (37.5%) participated"";"" 12 of the 18 (67%) participants showed an increase in knowledge. Forty three per cent of prescribers' charts demonstrated improved practice through use of the guidelines. Out of 18 prescribers, 44% sent a total of 21 cultures for abscesses. There was no difference in practice behaviours between professional groups. CONCLUSIONS: In spite of the increase in knowledge scores, this improvement in knowledge did not translate in dramatic change in practice, although trends in a positive direction were noted. RELEVANCE TO CLINICAL PRACTICE: This quality improvement project underscores the complexity of changing prescriber behaviour and the need for ongoing interventions.",0,0,
79,80,"Building Trust: The History and Ongoing Relationships Amongst DSD Clinicians, Researchers, and Patient Advocacy Groups","Individuals born with differences or disorders of sex development (DSD) have been marginalized by society and the health care system. Standards of care in the mid-20(th) century were based on fixing the child with a DSD, using hormonal and surgical interventions""; these treatments and the diagnoses were almost never disclosed to the child, and sometimes they were not disclosed to the parents. This led to secrecy, shame, and stigma. When these children became adults and demanded access to their medical records, the realization of the depth of secrecy led to the formation of activism groups that shook the medical community. Despite precarious beginnings, advocates, health care professionals, and researchers were able to elicit changes in the standard of care. The 2006 Consensus Statement on Management of Intersex Disorders called for a multidisciplinary approach to care and questioned the evidence for many of the standard procedures. Standard of care moved from a concealment model to a patient-centered paradigm, and funding agencies put resources into determining the future paths of research on DSD. Recognition of the need to address patient priorities led to changing international standards for including patients in research design. Some challenges that remain include: the findings from the Institute of Medicine that sexual and gender minorities experience poor health outcomes; establishing trust across all parties;"" developing a common language and creating venues where individuals can participate in dialogue that addresses personal experiences, research design, clinical practices and intervention strategies.",0,0,
80,81,Update on interventions focused on symptom clusters: what has been tried and what have we learned?,"PURPOSE OF REVIEW: Although clinicians and researchers acknowledge symptom clusters, the focus has been on relieving a single symptom. This review summarizes the recent literature on interventions that focus on relief of symptom clusters in patients with cancer. RECENT FINDINGS: Twelve intervention studies meeting inclusion criteria were published in 2011-2012. The timeframe was expanded to 2009-2012 and 24 studies met the criteria: 18 in early stage and 6 in advanced-stage cancer patients. Several cognitive behavioral therapy, complementary therapy, and exercise interventions demonstrated positive outcomes in relieving a variety of symptom clusters in several cancer types. Most psychoeducational interventions using traditional formats or those combined with automated clinician alerts demonstrated effectiveness in reducing a variety of clusters. Clusters that included fatigue and anxiety or depression were reduced by exercise in early stage patients and by methylphenidate in advanced-stage patients. Current NIH R01 funded studies verified the trends in the types of interventions being tested. SUMMARY: Few interventions have been tested and found to be effective in relieving the specific symptom clusters in early and advanced-stage cancer patients. Future research needs to expand our understanding of the mechanisms that initiate co-occurring symptoms. Mechanism-targeted interventions need to be identified and tested in homogeneous samples with specific symptom clusters. Interventions need to be replicated before guidelines can be established.",0,0,
81,82,The anticipated clinical and economic effects of 90–90–90 in South Africa,"Background The UNAIDS “90-90-90” global treatment target aims to achieve 73% virologic suppression among HIV-infected persons worldwide by 2020. Objective Using a microsimulation model of HIV detection, disease and treatment, we estimate the clinical and economic value of reaching this ambitious goal in South Africa. Design We model: the Current Pace strategy, simulating existing scale-up efforts and gradual increases in overall virologic suppression from 24% to 36% in 5 years"";"" and the UNAIDS Target strategy, simulating 73% suppression in 5 years. Data Sources Published estimates and South African survey data inform HIV transmission rates (0.16–9.03/100PY), HIV-specific age-stratified fertility rates (1.0–9.1/100PY), and costs (ART: $11–31/month, routine care: $20–157/month). Target population South African HIV-infected population, including incident infections over the next ten years Perspective Modified societal perspective, excluding time and productivity costs Time Horizon Five and ten years Interventions Aggressive HIV case-detection, efficient linkage to care, rapid treatment scale-up and adherence/retention interventions toward the UNAIDS Target strategy Outcome Measures HIV transmissions, deaths, years of life saved (YLS), maternal orphans, costs (2014USD), and cost-effectiveness Base Case Analysis Compared to Current Pace over (5- and) 10-years, the UNAIDS Target strategy would avert (873,000) 2,051,000 HIV transmissions, (1,174,000) 2,478,000 deaths, and (726,000) 1,689,000 maternal orphans, while saving (3,002,000) 13,340,000 life-years. The additional budget required for the UNAIDS Target strategy would be ($7.965) $15.979 billion, yielding an incremental cost-effectiveness ratio (ICER) of ($2,720/YLS) $1,260/YLS, (<50%) <20% of South Africa per capita GDP. Results of Sensitivity Analysis Outcomes generally varied <20% from base case outcomes when we varied key input parameters within plausible ranges. Limitations Several pathways may lead to 73% overall suppression which were examined in sensitivity analysis. Conclusions Reaching the “90-90-90” HIV suppression target would be costly but both extraordinarily effective and cost-effective in South Africa. Global health policy makers should mobilize the political and economic support to make the 90-90-90 aspiration a reality.",0,0,
82,83,The effectiveness of workplace interventions to increase physical activity and decrease sedentary behaviour in adults: protocol for a systematic review,"BACKGROUND: A physically active lifestyle plays a preventative role in the development of various chronic diseases and mental health conditions. Unfortunately, few adults achieve the minimum amount of physical activity and spend excessive time sitting. Developing targeted interventions to increase active living among adults is an important endeavour for public health. One plausible context to reach adults is the workplace. This systematic review aims to review the effectiveness of workplace interventions on increasing physical activity and decreasing sedentary behaviour in the workplace. METHODS: An advisory group of practitioners will work in collaboration with the research team to inform the systematic review and knowledge mobilization. Fifteen electronic databases will be searched to identify studies examining the effectiveness of workplace interventions on physical activity and sedentary behaviour. All experimental designs and observational studies (non-experimental intervention studies) meeting the study criteria will be included. Studies examining generally healthy, employed, adult participants will be included for the review. Interventions will focus on increasing physical activity and/or decreasing sedentary behaviour from the individual to policy level. The primary outcome variables will be reported or observed physical activity and/or sedentary behaviour in the workplace. Secondary outcomes will include variables ranging from return on investment to quality of life. Study quality will be assessed for risk of bias following the protocol identified in the Cochrane Handbook for Systematic Reviews of Interventions and supplemented by the guidelines developed by the Cochrane Effective Practice and Organisation of Care group, using RevMan. The quality of the evidence will be assessed using the Grading of Recommendations, Assessment, Development and Evaluation approach. Meta-analyses, forest plots, and harvest plots will be used where appropriate to assess the direction, size, and consistency of the intervention effect across the studies using similar intervention strategies. Follow-up knowledge mobilization activities and products will be developed to support the use of this knowledge in practice. DISCUSSION: This protocol paper describes a systematic review assessing the effectiveness of various types of workplace interventions on increasing physical activity and decreasing sedentary behaviour at work. Collaborating with an advisory group of potential knowledge users throughout the process postulates a greater use and reach of the information gained from this systematic review by knowledge users. SYSTEMATIC REVIEW REGISTRATION: PROSPERO CRD42015019398.",0,0,
83,84,Nutrition and Policy,,0,0,
84,85,Effects of computer reminders for influenza vaccination on morbidity during influenza epidemics.,"To study the effects of computer-generated reminders for influenza vaccination of patients at high risk of pulmonary disease during the winter, we selected 4555 such patients from a population of 15,000 adults who participated in a three-year randomized trial of preventive-care reminders. The physicians who received the reminders vaccinated eligible patients twice as often as did the control physicians (P = 0.0001). There was a linear increase in the incidence of influenza in our area during the three winters under study (from 1000 to 33,451 to 71,075 cases per year), and we modeled the percentage of patients with hospitalizations, emergency room visits with chest radiography, and blood gas determinations as a logistic function of this increase. The difference in linear trends between the patients in the intervention group (whose physicians received reminders) and those in the control group was significant for emergency room visits (P less than 0.05), hospitalizations (P less than 0.01), and blood gas determinations (P less than 0.001). The most likely explanation for the difference is the greater use of influenza vaccine in the intervention group.",0,1,
85,86,"External validity of randomised controlled trials: ""to whom do the results of this trial apply?""","In making treatment decisions, doctors and patients must take into account relevant randomised controlled trials (RCTs) and systematic reviews. Relevance depends on external validity (or generalisability)--ie, whether the results can be reasonably applied to a definable group of patients in a particular clinical setting in routine practice. There is concern among clinicians that external validity is often poor, particularly for some pharmaceutical industry trials, a perception that has led to underuse of treatments that are effective. Yet researchers, funding agencies, ethics committees, the pharmaceutical industry, medical journals, and governmental regulators alike all neglect external validity, leaving clinicians to make judgments. However, reporting of the determinants of external validity in trial publications and systematic reviews is usually inadequate. This review discusses those determinants, presents a checklist for clinicians, and makes recommendations for greater consideration of external validity in the design and reporting of RCTs.",0,0,
86,87,Impact of introduction of rapid diagnostic tests for malaria on antibiotic prescribing: analysis of observational and randomised studies in public and private healthcare settings,"ObjectivesÂ To examine the impact of use of rapid diagnostic tests for malaria on prescribing of antimicrobials, specifically antibiotics, for acute febrile illness in Africa and Asia.DesignÂ Analysisof nine preselected linked and codesigned observational and randomised studies (eight cluster or individually randomised trials and one observational study).SettingÂ Public and private healthcare settings, 2007-13, in Afghanistan, Cameroon, Ghana, Nigeria, Tanzania, and Uganda.ParticipantsÂ 522â€‰480 children and adults with acute febrile illness.InterventionsÂ Rapid diagnostic tests for malaria.Main outcome measuresÂ Proportions of patients for whom an antibiotic was prescribed in trial groups who had undergone rapid diagnostic testing compared with controls and in patients with negative test results compared with patients with positive results. A secondary aim compared classes of antibiotics prescribed in different settings.ResultsÂ Antibiotics were prescribed to 127â€‰052/238â€‰797 (53%) patients in control groups and 167â€‰714/283â€‰683 (59%) patients in intervention groups. Antibiotics were prescribed to 40% (35â€‰505/89â€‰719) of patients with a positive test result for malaria and to 69% (39â€‰400/57â€‰080) of those with a negative result. All but one study showed a trend toward more antibiotic prescribing in groups who underwent rapid diagnostic tests. Random effects meta-analysis of the trials showed that the overall risk of antibiotic prescription was 21% higher (95% confidence interval 7% to 36%) in intervention settings. In most intervention settings, patients with negative test results received more antibiotic prescriptions than patients with positive results for all the most commonly used classes: penicillins, trimethoprim-sulfamethoxazole (one exception), tetracyclines, and metronidazole.ConclusionsÂ Introduction of rapid diagnostic tests for malaria to reduce unnecessary use of antimalarials-a beneficial public health outcome-could drive up untargeted use of antibiotics. That 69% of patients were prescribed antibiotics when test results were negative probably represents overprescription.This included antibiotics from several classes, including those like metronidazole that are seldom appropriate for febrile illness, across varied clinical, health system, and epidemiological settings. It is often assumed that better disease specific diagnostics will reduce antimicrobial overuse, but they might simply shift it from one antimicrobial class to another. Current global implementation of malaria testing might increase untargeted antibiotic use and must be examined.",0,1,
87,88,Development of a minimization instrument for allocation of a hospital-level performance improvement intervention to reduce waiting times in Ontario emergency departments,"Background Rigorous evaluation of an intervention requires that its allocation be unbiased with respect to confounders""; this is especially difficult in complex, system-wide healthcare interventions. We developed a short survey instrument to identify factors for a minimization algorithm for the allocation of a hospital-level intervention to reduce emergency department (ED) waiting times in Ontario, Canada.  Methods Potential confounders influencing the intervention's success were identified by literature review, and grouped by healthcare setting specific change stages. An international multi-disciplinary (clinical, administrative, decision maker, management) panel evaluated these factors in a two-stage modified-delphi and nominal group process based on four domains: change readiness, evidence base, face validity, and clarity of definition.  Results An original set of 33 factors were identified from the literature. The panel reduced the list to 12 in the first round survey. In the second survey, experts scored each factor according to the four domains; summary scores and consensus discussion resulted in the final selection and measurement of four hospital-level factors to be used in the minimization algorithm: improved patient flow as a hospital's leadership priority; physicians' receptiveness to organizational change; efficiency of bed management;"" and physician incentives supporting the change goal.  Conclusion We developed a simple tool designed to gather data from senior hospital administrators on factors likely to affect the success of a hospital patient flow improvement intervention. A minimization algorithm will ensure balanced allocation of the intervention with respect to these factors in study hospitals.",0,1,
88,89,GRADE Evidence to Decision (EtD) frameworks: a systematic and transparent approach to making well informed healthcare choices. 2: Clinical practice guidelines,"Summary points Clinicians regularly face situations with two or more alternative actions. Each alternative often has different advantages and disadvantages, including differences in effectiveness, adverse effects, costs and other factors â€¦",0,0,
89,90,Can hand-held computers improve adherence to guidelines? A (Palm) Pilot study of family doctors in British Columbia,"OBJECTIVE To examine whether Palm Prevention, a free software tool for Palm OS personal digital assistants (PDAs) that provides quick access to preventive guidelines in a patient-specific manner at the point of care, improved adherence to five preventive measures in primary care.  DESIGN Prospective intervention pilot study.  SETTING Vancouver, BC, and surrounding area.  PARTICIPANTS Eight general practitioners.  INTERVENTIONS Each physician used Palm Prevention for five preventive measures during routine preventive health visits with 10 patients (n = 80). Charts of consenting patients were reviewed for documentation of recommended maneuvers.  MAIN OUTCOME MEASURES Rates of adherence to five evidence-based guidelines selected from the Canadian and American task forces on preventive care and incorporated into Palm Prevention.  RESULTS Intervention and control physicians were similar in their familiarity with and use of PDAs, and they recruited similar patients for the study. Intervention and control groups had similar rates of screening for hypertension. Intervention improved adherence to the remaining four guidelines: cervical cancer screening increased 22% (only absolute increases are reported)""; hyperlipidemia screening increased 30%; colorectal cancer screening increased 27%; and prophylaxis with acetylsalicylic acid in high-risk patients increased 38%. Participants were surveyed after the study;"" all reported that they found the software helpful and would continue using Palm Prevention. Usage statistics showed that study participants used the tool outside the trial: users entered between 28 and 68 unique patients into the program during the 2-month intervention.  CONCLUSION This pilot study suggests PDAs are useful in improving preventive care and facilitating translation of knowledge into practice. This was particularly apparent with newer guidelines.",0,1,
