,record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
72,73,New format for BMJ research articles in print,"It's nearly 10 years since we began abridging original research articles for readers of the print BMJ . Now weâ€™re going a step further, using the advantages of both web and print. The full, open access version of this original article by Hollingshurst and colleagues is published online (doi:10.1136/bmj.a2656), along with our first ever BMJ research video and a podcast. Here are two abridged versions: a BMJ Picoâ€”a new evidence abstract prepared by the authorsâ€”and a Short Cuts article written by the BMJ . Which version would you read and use? Which would you prefer if you were the author? Please tell us your views, as readers and researchers, by posting rapid responses to this article. Sandra Hollinghurst,1 Debbie Sharp,1 Kathleen Ballard,3 Jane Barnett,2 Angela Beattie,1 Maggie Evans,1 George Lewith,2 Karen Middleton,2 Frances Oxford,3 Fran Webley,2 Paul Little2 Study question What is the difference in cost effectiveness between long and short courses in the Alexander technique, massage, and a general practitionerâ€™s prescription for exercise for patients with persistent back pain? Answer An exercise prescription and six lessons in Alexander technique alone were each more than 85% likely to be cost effective at values above Â£20Â 000 per quality adjusted life year (QALY), but the Alexander â€¦",0,0,
73,74,Understanding implementation processes of clinical pathways and clinical practice guidelines in pediatric contexts: a study protocol,"BACKGROUND: Canada is among the most prosperous nations in the world, yet the health and wellness outcomes of Canadian children are surprisingly poor. There is some evidence to suggest that these poor health outcomes are partly due to clinical practice variation, which can stem from failure to apply the best available research evidence in clinical practice, otherwise known as knowledge translation (KT). Surprisingly, clinical practice variation, even for common acute paediatric conditions, is pervasive. Clinical practice variation results in unnecessary medical treatments, increased suffering, and increased healthcare costs. This study focuses on improving health outcomes for common paediatric acute health concerns by evaluating strategies that improve KT and reduce clinical practice variation. DESIGN/METHODS: Using a multiple case study design, qualitative and quantitative data will be collected from four emergency departments in western Canada. Data sources will include: pre- and post-implementation focus group data from multidisciplinary healthcare professionals""; individual interviews with the local champions, KT intervention providers, and unit/site leaders/managers; Alberta Context Tool (ACT) survey data;"" and aggregated patient outcome data. Qualitative and quantitative data will be systematically triangulated, and matrices will be built to do cross-case comparison. Explanations will be built about the success or lack of success of the clinical practice guidelines (CPG) and clinical pathways (CPs) uptake based upon the cross-case comparisons. SIGNIFICANCE: This study will generate new knowledge about the potential causal mechanisms and factors which shape implementation. Future studies will track the impact of the CPG/CPs implementation on children's health outcome, and healthcare costs.",0,0,
74,75,"Effect of Financial Incentives to Physicians, Patients, or Both on Lipid Levels","Importance  Financial incentives to physicians or patients are increasingly used, but their effectiveness is not well established.  Objective  To determine whether physician financial incentives, patient incentives, or shared physician and patient incentives are more effective than control in reducing levels of low-density lipoprotein cholesterol (LDL-C) among patients with high cardiovascular risk.  Design, Setting, and Participants  Four-group, multicenter, cluster randomized clinical trial with a 12-month intervention conducted from 2011 to 2014 in 3 primary care practices in the northeastern United States. Three hundred forty eligible primary care physicians (PCPs) were enrolled from a pool of 421. Of 25?627 potentially eligible patients of those PCPs, 1503 enrolled. Patients aged 18 to 80 years were eligible if they had a 10-year Framingham Risk Score (FRS) of 20% or greater, had coronary artery disease equivalents with LDL-C levels of 120 mg/dL or greater, or had an FRS of 10% to 20% with LDL-C levels of 140 mg/dL or greater. Investigators were blinded to study group, but participants were not.  Interventions  Primary care physicians were randomly assigned to control, physician incentives, patient incentives, or shared physician-patient incentives. Physicians in the physician incentives group were eligible to receive up to $1024 per enrolled patient meeting LDL-C goals. Patients in the patient incentives group were eligible for the same amount, distributed through daily lotteries tied to medication adherence. Physicians and patients in the shared incentives group shared these incentives. Physicians and patients in the control group received no incentives tied to outcomes, but all patient participants received up to $355 each for trial participation.  Main Outcomes and Measures  Change in LDL-C level at 12 months.  Results  Patients in the shared physician-patient incentives group achieved a mean reduction in LDL-C of 33.6 mg/dL (95% CI, 30.1-37.1""; baseline, 160.1 mg/dL; 12 months, 126.4 mg/dL); those in physician incentives achieved a mean reduction of 27.9 mg/dL (95% CI, 24.9-31.0; baseline, 159.9 mg/dL; 12 months, 132.0 mg/dL); those in patient incentives achieved a mean reduction of 25.1 mg/dL (95% CI, 21.6-28.5; baseline, 160.6 mg/dL; 12 months, 135.5 mg/dL); and those in the control group achieved a mean reduction of 25.1 mg/dL (95% CI, 21.7-28.5; baseline, 161.5 mg/dL; 12 months, 136.4 mg/dL; P?<?.001 for comparison of all 4 groups). Only patients in the shared physician-patient incentives group achieved reductions in LDL-C levels statistically different from those in the control group (8.5 mg/dL; 95% CI, 3.8-13.3;"" P?=?.002).  Conclusions and Relevance  In primary care practices, shared financial incentives for physicians and patients, but not incentives to physicians or patients alone, resulted in a statistically significant difference in reduction of LDL-C levels at 12 months. This reduction was modest, however, and further information is needed to understand whether this approach represents good value.",0,0,
75,76,Guidelines and the psychology of medical decision making in the treatment of depressive disorders,Guidelines aim at improving medical decision making. Guidelines try to influence medical behaviour in contrast to textbooks and reviews which want to improve medical knowledge. Scientific models of medical decision making such as the action theory and empirical data on the effects of guidelines suggest that guidelines will not always reach their goal but instead can even deteriorate medical quality. The problem of guidelines in medicine is discussed in reference to depressive disorders. The problems at stake are nevertheless valid for medicine as a whole. Therefore it must be tested in controlled clinical trials whether guideline exposed physicians have better results with their patients than guideline naive physicians. Only such guidelines should be called evidence based for which positive effects have been empirically demonstrated.,0,0,
76,77,Royal Australian and New Zealand College of Psychiatrists clinical practice guidelines for the treatment of schizophrenia and related disorders,"BACKGROUND: The Royal Australian and New Zealand College of Psychiatrists is co-ordinating the development of clinical practice guidelines (CPGs) in psychiatry, funded under the National Mental Health Strategy (Australia) and the New Zealand Health Funding Authority. This paper presents CPGs for schizophrenia and related disorders. Over the past decade schizophrenia has become more treatable than ever before. A new generation of drug therapies, a renaissance of psychological and psychosocial interventions and a first generation of reform within the specialist mental health system have combined to create an evidence-based climate of realistic optimism. Progressive neuroscientific advances hold out the strong possibility of more definitive biological treatments in the near future. However, this improved potential for better outcomes and quality of life for people with schizophrenia has not been translated into reality in Australia. The efficacy-effectiveness gap is wider for schizophrenia than any other serious medical disorder. Therapeutic nihilism, under-resourcing of services and a stalling of the service reform process, poor morale within specialist mental health services, a lack of broad-based recovery and life support programs, and a climate of tenacious stigma and consequent lack of concern for people with schizophrenia are the contributory causes for this failure to effectively treat. These guidelines therefore tackle only one element in the endeavour to reduce the impact of schizophrenia. They distil the current evidence-base and make recommendations based on the best available knowledge. METHOD: A comprehensive literature review (1990-2003) was conducted, including all Cochrane schizophrenia reviews and all relevant meta-analyses, and a number of recent international clinical practice guidelines were consulted. A series of drafts were refined by the expert committee and enhanced through a bi-national consultation process. TREATMENT RECOMMENDATIONS: This guideline provides evidence-based recommendations for the management of schizophrenia by treatment type and by phase of illness. The essential features of the guidelines are: (i) Early detection and comprehensive treatment of first episode cases is a priority since the psychosocial and possibly the biological impact of illness can be minimized and outcome improved. An optimistic attitude on the part of health professionals is an essential ingredient from the outset and across all phases of illness. (ii) Comprehensive and sustained intervention should be assured during the initial 3-5 years following diagnosis since course of illness is strongly influenced by what occurs in this 'critical period'. Patients should not have to 'prove chronicity' before they gain consistent access and tenure to specialist mental health services. (iii) Antipsychotic medication is the cornerstone of treatment. These medicines have improved in quality and tolerability, yet should be used cautiously and in a more targeted manner than in the past. The treatment of choice for most patients is now the novel antipsychotic medications because of their superior tolerability and, in particular, the reduced risk of tardive dyskinesia. This is particularly so for the first episode patient where, due to superior tolerability, novel agents are the first, second and third line choice. These novel agents are nevertheless associated with potentially serious medium to long-term side-effects of their own for which patients must be carefully monitored. Conventional antipsychotic medications in low dosage may still have a role in a small proportion of patients, where there has been full remission and good tolerability"";"" however, the indications are shrinking progressively. These principles are now accepted in most developed countries. (vi) Clozapine should be used early in the course, as soon as treatment resistance to at least two antipsychotics has been demonstrated. This usually means incomplete remission of positive symptomatology, but clozapine may also be considered where there are pervasive negative symptoms or significant or persistent suicidal risk is present. (v) Comprehensive psychosocial interventions should be routinely available to all patients and their families, and provided by appropriately trained mental health professionals with time to devote to the task. This includes family interventions, cognitive-behaviour therapy, vocational rehabilitation and other forms of therapy, especially for comorbid conditions, such as substance abuse, depression and anxiety. (vi) The social and cultural environment of people with schizophrenia is an essential arena for intervention. Adequate shelter, financial security, access to meaningful social roles and availability of social support are essential components of recovery and quality of life. (vii) Interventions should be carefully tailored to phase and stage of illness, and to gender and cultural background. (viii) Genuine involvement of consumers and relatives in service development and provision should be standard. (ix) Maintenance of good physical health and prevention and early treatment of serious medical illness has been seriously neglected in the management of schizophrenia, and results in premature death and widespread morbidity. Quality of medical care for people with schizophrenia should be equivalent to the general community standard. (x) General practitioners (GPs)s should always be closely involved in the care of people with schizophrenia. However, this should be truly shared care, and sole care by a GP with minimal or no specialist involvement, while very common, is not regarded as an acceptable standard of care. Optimal treatment of schizophrenia requires a multidisciplinary team approach with a consultant psychiatrist centrally involved.",0,0,
77,78,Managing Agitation Associated with Schizophrenia and Bipolar Disorder in the Emergency Setting,"INTRODUCTION: Patient agitation represents a significant challenge in the emergency department (ED), a setting in which medical staff are working under pressure dealing with a diverse range of medical emergencies. The potential for escalation into aggressive behavior, putting patients, staff, and others at risk, makes it imperative to address agitated behavior rapidly and efficiently. Time constraints and limited access to specialist psychiatric support have in the past led to the strategy of ""restrain and sedate,"" which was believed to represent the optimal approach"";"" however, it is increasingly recognized that more patient-centered approaches result in improved outcomes. The objective of this review is to raise awareness of best practices for the management of agitation in the ED and to consider the role of new pharmacologic interventions in this setting. DISCUSSION: The Best practices in Evaluation and Treatment of Agitation (BETA) guidelines address the complete management of agitation, including triage, diagnosis, interpersonal calming skills, and medicine choices. Since their publication in 2012, there have been further developments in pharmacologic approaches for dealing with agitation, including both new agents and new modes of delivery, which increase the options available for both patients and physicians. Newer modes of delivery that could be useful in rapidly managing agitation include inhaled, buccal/sublingual and intranasal formulations. To date, the only formulation administered via a non-intramuscular route with a specific indication for agitation associated with bipolar or schizophrenia is inhaled loxapine. Non-invasive formulations, although requiring cooperation from patients, have the potential to improve overall patient experience, thereby improving future cooperation between patients and healthcare providers. CONCLUSION: Management of agitation in the ED should encompass a patient-centered approach, incorporating non-pharmacologic approaches if feasible. Where pharmacologic intervention is necessary, a cooperative approach using non-invasive medications should be employed where possible.",0,0,
78,79,Measuring the effectiveness of mentoring as a knowledge translation intervention for implementing empirical evidence: a systematic review,"BACKGROUND: Mentoring as a knowledge translation (KT) intervention uses social influence among healthcare professionals to increase use of evidence in clinical practice. AIM: To determine the effectiveness of mentoring as a KT intervention designed to increase healthcare professionals' use of evidence in clinical practice. METHODS: A systematic review was conducted using electronic databases (i.e., MEDLINE, CINAHL), grey literature, and hand searching. Eligible studies evaluated mentoring of healthcare professionals responsible for patient care to enhance the uptake of evidence into practice. Mentoring is defined as (a) a mentor more experienced than mentee""; (b) individualized support based on mentee's needs;"" and (c) involved in an interpersonal relationship as indicated by mutual benefit, engagement, and commitment. Two reviewers independently screened citations for eligibility, extracted data, and appraised quality of studies. Data were analyzed descriptively. RESULTS: Of 10,669 citations from 1988 to 2012, 10 studies were eligible. Mentoring as a KT intervention was evaluated in Canada, USA, and Australia. Exposure to mentoring compared to no mentoring improved some behavioral outcomes (one study). Compared to controls or other multifaceted interventions, multifaceted interventions with mentoring improved practitioners' knowledge (four of five studies), beliefs (four of six studies), and impact on organizational outcomes (three of four studies). There were mixed findings for changes in professionals' behaviors and impact on practitioners' and patients' outcomes: some outcomes improved, while others showed no difference. LINKING EVIDENCE TO ACTION: Only one study evaluated the effectiveness of mentoring alone as a KT intervention and showed improvement in some behavioral outcomes. The other nine studies that evaluated the effectiveness of mentoring as part of a multifaceted intervention showed mixed findings, making it difficult to determine the added effect of mentoring. Further research is needed to identify effective mentoring as a KT intervention.",0,0,
79,80,The Italian Diabetes and Exercise Study 2 (IDES-2): a long-term behavioral intervention for adoption and maintenance of a physically active lifestyle,"BACKGROUND: Physical activity (PA)/exercise have become an integral part of the management of type 2 diabetes mellitus (T2DM). However, current guidelines are difficult to put into action in this population due to a number of barriers, especially the lack of acceptable, feasible, and validated behavioral intervention strategies. The present manuscript reports the rationale, study design and methods, and design considerations of the Italian Diabetes and Exercise Study (IDES)-2, a randomized controlled trial testing the efficacy of a behavior change strategy in increasing total daily PA and reducing sedentary time (SED-time) in patients with T2DM. METHODS/DESIGN: Starting 7 January 2014, the IDES_2 began enrolling 300 patients with known T2DM of at least 1-year duration in three tertiary referral outpatient Diabetes Clinics in Rome. Additional requirements are age 40 to 80 years, body mass index 27 to 40 kg/m(2), sedentary lifestyle, and physically inactive for at least 6 months, ability to walk 1.6 km without assistance, and eligibility after cardiovascular evaluation. Patients are randomized by center and within each center, by age and type of diabetes treatment to either the intervention or the control group. Patients in the intervention (INT) group (n = 150) receive theoretical and practical exercise counseling consisting of aggregated behavior change techniques (one individual theoretical counseling session plus eight twice-a-week individual theoretical and practical exercise counseling sessions) once a year for 3 years. Patients in the control (CON) group (n = 150), receive standard care, including general physician recommendations for daily PA. The primary outcomes are total daily PA and SED-time, as measured objectively by the use of an accelerometer. Secondary outcomes include physical fitness, modifiable cardiovascular risk factors, musculoskeletal disturbances, well-being/depression, and health-related quality of life. DISCUSSION: The behavioral intervention strategy tested in the IDES_2 is based on solid theoretical grounds and uses several behavioral change techniques, two factors which were found to improve effectiveness of behavioral intervention. In addition, physicians and exercise specialists have been specifically trained for counselling/prescribing and supervising PA/exercise, respectively, in subjects suffering from metabolic disorders. Finally, the large sample size, the long study duration, and the objective measurement of PA allow statistically significant and scientifically robust conclusions to be drawn on the feasibility and efficacy of this intervention in T2DM patients. TRIAL REGISTRATION: ClinicalTrials.gov""; NCT01600937 ;"" 10 October 2012.",0,0,
80,81,"Ethics of innovative surgery: US surgeons' definitions, knowledge, and attitudes","BACKGROUND: Innovative surgery is not clearly defined, nor is it formally regulated by governing bodies as is the development of drugs and medical devices. This unclear status and the subsequent questionable applicability of existing federal guidelines for human subject research pose an ethical concern. To clarify its position, we solicited US surgeons' definitions of, opinions toward, and attitudes about innovative surgery. Surgeons were also invited to self-report knowledge about current federal regulations guiding human subject research and rules for informed consent for and IRB review of clinical research. STUDY DESIGN: A group of US surgeons received a 46-item questionnaire addressing the definition of innovative surgery versus those for research and practice, regulations for human subject research, need for specific informed consent, and IRB review of surgical innovations. RESULTS: A total of 665 responses were used in the content analysis. Respondents expressed a fairly prudent stance when judging hypothetical innovative scenarios. Hallmarks for experimentation and clinical research as modes of innovation were defined more clearly for the surgical situation. CONCLUSIONS: Defining criteria exist that prompt added scrutiny and previous review of surgical innovations. Some forms of innovation clearly fall under the current regulations for human subject research"";"" others might not fully meet the definition but could still require some additional oversight.",0,0,
81,82,Does methadone maintenance treatment based on the new national guidelines work in a primary care setting?,"BACKGROUND: General practitioners (GPs) are being encouraged to treat more drug users but there are few studies to demonstrate the effectiveness of primary care treatment. AIM: To determine whether patients retained on methadone maintenance treatment for one year in a modern British primary care setting, with prescribing protocols based on the new national guidelines, can achieve similar harm reduction outcomes to those demonstrated in other settings, using objective outcome measures where available. DESIGN OF STUDY: Longitudinal cohort study. SETTING: The Primary Care Clinic for Drug Dependence, Sheffield. METHOD: The intervention consisted of a methadone maintenance treatment provided by GPs with prescribing protocols based on the 1999 national guidelines. The first 96 eligible consenting patients entering treatment were recruited"";"" 65 completed the study. Outcome measures were current drug use, HIV risk-taking behaviour, social functioning, criminal activity, and mental and physical health, supplemented by urinalysis and criminal record data. RESULTS: Frequency of heroin use was reduced from a mean of 3.02 episodes per day (standard deviation [SD] = 1.73) to a mean of 0.22 episodes per day (SD = 0.54), (chi 2 = 79.48, degrees of freedom [df] = 2, P < 0.001), confirmed by urinalysis. Mean numbers of convictions and cautions were reduced by 62% (z = 3.378, P < 0.001) for all crime. HIV risk-taking behaviour, social functioning, and physical and psychological wellbeing all showed significant improvements. CONCLUSION: Patients retained on methadone maintenance treatment for one year in a primary care setting can achieve improvements on a range of harm reduction outcomes similar to those shown by studies in other, often more highly structured programmes.",0,0,
82,83,Reducing ventilator-associated pneumonia rates through a staff education programme,"Ventilator-associated pneumonia (VAP) is the most common nosocomial infection in patients on mechanical ventilation and results in increases in mortality, prolonged hospitalization and costs. Preventive measures for VAP are well-documented and evidence-based, yet remain poorly implemented in most intensive care units. We undertook an observational pre and post-intervention study to assess whether an educational programme focusing on preventive practices for VAP could reduce the incidence. Six hundred and seventy-seven adult patients, mechanically ventilated for >48 h were included in the study population. An evidence-based guideline for preventive practices at the bedside was developed and disseminated to the intensive care unit staff. VAP incidence rates before and after implementation of the educational programme were compared. VAP infection rates reduced by 51%, from a mean of 13.2+/-1.2 in the pre-intervention period to 6.5+/-1.5/1000 device days in the post-intervention period (mean difference 6.7"";"" 95% CI: 2.9-10.4, P =0.02). A multidisciplinary educational programme geared towards intensive care unit staff can successfully reduce the incidence rates of VAP. Further studies will be needed to assess the impact on broader outcome measures such as costs or mortality.",0,0,
83,84,Changing clinical behaviour by making guidelines specific,"The problems of getting people to act on evidence based guidelines are widely recognised.1 An overview of 41 systematic reviews found that the most promising approach was to use a variety of interventions including audit and feedback, reminders, and educational outreach.1 The effective interventions often involved complicated procedures and were always an addition to the provision of guidelines. None of the studies used the simplest intervention—that is, changing the wording of the guidelines. We examine the importance of precise behavioural recommendations and suggest how some current guidelines could be improved.",0,1,
84,85,Nonpharmacologic Therapies for Acute and Chronic Low Back Pain: A Review of the Evidence for an American Pain Society/American College of Physicians Clinical Practice Guideline,"BACKGROUND: Many nonpharmacologic therapies are available for treatment of low back pain.PURPOSE: To assess benefits and harms of acupuncture, back schools, psychological therapies, exercise therapy, functional restoration, interdisciplinary therapy, massage, physical therapies (interferential therapy, low-level laser therapy, lumbar supports, shortwave diathermy, superficial heat, traction, transcutaneous electrical nerve stimulation, and ultrasonography), spinal manipulation, and yoga for acute or chronic low back pain (with or without leg pain).DATA SOURCES: English-language studies were identified through searches of MEDLINE (through November 2006) and the Cochrane Database of Systematic Reviews (2006, Issue 4). These electronic searches were supplemented by hand searching of reference lists and additional citations suggested by experts.STUDY SELECTION: Systematic reviews and randomized trials of 1 or more of the preceding therapies for acute or chronic low back pain (with or without leg pain) that reported pain outcomes, back-specific function, general health status, work disability, or patient satisfaction.DATA EXTRACTION: We abstracted information about study design, population characteristics, interventions, outcomes, and adverse events. To grade methodological quality, we used the Oxman criteria for systematic reviews and the Cochrane Back Review Group criteria for individual trials.DATA SYNTHESIS: We found good evidence that cognitive-behavioral therapy, exercise, spinal manipulation, and interdisciplinary rehabilitation are all moderately effective for chronic or subacute (>4 weeks' duration) low back pain. Benefits over placebo, sham therapy, or no treatment averaged 10 to 20 points on a 100-point visual analogue pain scale, 2 to 4 points on the Roland-Morris Disability Questionnaire, or a standardized mean difference of 0.5 to 0.8. We found fair evidence that acupuncture, massage, yoga (Viniyoga), and functional restoration are also effective for chronic low back pain. For acute low back pain (<4 weeks' duration), the only nonpharmacologic therapies with evidence of efficacy are superficial heat (good evidence for moderate benefits) and spinal manipulation (fair evidence for small to moderate benefits). Although serious harms seemed to be rare, data on harms were poorly reported. No trials addressed optimal sequencing of therapies, and methods for tailoring therapy to individual patients are still in early stages of development. Evidence is insufficient to evaluate the efficacy of therapies for sciatica.LIMITATIONS: Our primary source of data was systematic reviews. We included non-English-language trials only if they were included in English-language systematic reviews.CONCLUSIONS: Therapies with good evidence of moderate efficacy for chronic or subacute low back pain are cognitive-behavioral therapy, exercise, spinal manipulation, and interdisciplinary rehabilitation. For acute low back pain, the only therapy with good evidence of efficacy is superficial heat.",0,0,
85,86,Toward criteria for pragmatic measurement in implementation research and practice: a stakeholder-driven approach using concept mapping,"Background Advancing implementation research and practice requires valid and reliable measures of implementation determinants, mechanisms, processes, strategies, and outcomes. However, researchers and implementation stakeholders are unlikely to use measures if they are not also pragmatic. The purpose of this study was to establish a stakeholder-driven conceptualization of the domains that comprise the pragmatic measure construct. It built upon a systematic review of the literature and semi-structured stakeholder interviews that generated 47 criteria for pragmatic measures, and aimed to further refine that set of criteria by identifying conceptually distinct categories of the pragmatic measure construct and providing quantitative ratings of the criteria¡¯s clarity and importance.  Methods Twenty-four stakeholders with expertise in implementation practice completed a concept mapping activity wherein they organized the initial list of 47 criteria into conceptually distinct categories and rated their clarity and importance. Multidimensional scaling, hierarchical cluster analysis, and descriptive statistics were used to analyze the data.  Findings The 47 criteria were meaningfully grouped into four distinct categories: (1) acceptable, (2) compatible, (3) easy, and (4) useful. Average ratings of clarity and importance at the category and individual criteria level will be presented.  Conclusions This study advances the field of implementation science and practice by providing clear and conceptually distinct domains of the pragmatic measure construct. Next steps will include a Delphi process to develop consensus on the most important criteria and the development of quantifiable pragmatic rating criteria that can be used to assess measures.",0,0,
86,87,Healthy Living after Cancer: a dissemination and implementation study evaluating a telephone-delivered healthy lifestyle program for cancer survivors,"BACKGROUND: Given evidence shows physical activity, a healthful diet and weight management can improve cancer outcomes and reduce chronic disease risk, the major cancer organisations and health authorities have endorsed related guidelines for cancer survivors. Despite these, and a growing evidence base on effective lifestyle interventions, there is limited uptake into survivorship care. METHODS/DESIGN: Healthy Living after Cancer (HLaC) is a national dissemination and implementation study that will evaluate the integration of an evidence-based lifestyle intervention for cancer survivors into an existing telephone cancer information and support service delivered by Australian state-based Cancer Councils. Eligible participants (adults having completed cancer treatment with curative intent) will receive 12 health coaching calls over 6 months from Cancer Council nurses/allied health professionals targeting national guidelines for physical activity, healthy eating and weight control. Using the RE-AIM evaluation framework, primary outcomes are service-level indicators of program reach, adoption, implementation/costs and maintenance, with secondary (effectiveness) outcomes of patient-reported anthropometric, behavioural and psychosocial variables collected at pre- and post-program completion. The total participant accrual target across four participating Cancer Councils is 900 over 3 years. DISCUSSION: The national scope of the project and broad inclusion of cancer survivors, alongside evaluation of service-level indicators, associated costs and patient-reported outcomes, will provide the necessary practice-based evidence needed to inform future allocation of resources to support healthy living among cancer survivors. TRIAL REGISTRATION: Australian and New Zealand Clinical Trials Registry (ANZCTR)--ACTRN12615000882527 (registered on 24/08/2015).",0,0,
87,88,Preventing and managing unprofessionalism in medical school faculties,"Professionalism is a required competency for medical students, residents, practicing physicians, and academic faculty. Faculty members must adhere to codes of conduct or risk discipline. The authors describe issues of unprofessionalism that culminate in allegations of faculty misconduct or filing of grievances in academic medicine and outline strategies for early intervention and prevention. The authors, vice and associate deans and executive director of the office of faculty affairs at a large U.S. medical school, have handled many allegations of unprofessional conduct over the past decade. They present case examples based on behaviors such as lack of respect, inappropriate language and behavior, failure to cooperate with members of the health care team, and sexual harassment/discrimination. They discuss factors complicating evaluation of these behaviors, including variable definitions of respect, different cultural norms, and false allegations. The authors make recommendations for prevention and intervention, including early identification, performance management, education about sexual harassment, and referrals to professional coaches, anger management classes, and faculty-staff assistance programs.",0,0,
88,89,"Randomised controlled trial of Alexander technique lessons, exercise, and massage (ATEAM) for chronic and recurrent back pain","OBJECTIVE To determine the effectiveness of lessons in the Alexander technique, massage therapy, and advice from a doctor to take exercise (exercise prescription) along with nurse delivered behavioural counselling for patients with chronic or recurrent back pain. DESIGN Factorial randomised trial. SETTING 64 general practices in England. PARTICIPANTS 579 patients with chronic or recurrent low back pain""; 144 were randomised to normal care, 147 to massage, 144 to six Alexander technique lessons, and 144 to 24 Alexander technique lessons;"" half of each of these groups were randomised to exercise prescription. INTERVENTIONS Normal care (control), six sessions of massage, six or 24 lessons on the Alexander technique, and prescription for exercise from a doctor with nurse delivered behavioural counselling. MAIN OUTCOME MEASURES Roland Morris disability score (number of activities impaired by pain) and number of days in pain. RESULTS Exercise and lessons in the Alexander technique, but not massage, remained effective at one year (compared with control Roland disability score 8.1: massage -0.58, 95% confidence interval -1.94 to 0.77, six lessons -1.40, -2.77 to -0.03, 24 lessons -3.4, -4.76 to -2.03, and exercise -1.29, -2.25 to -0.34). Exercise after six lessons achieved 72% of the effect of 24 lessons alone (Roland disability score -2.98 and -4.14, respectively). Number of days with back pain in the past four weeks was lower after lessons (compared with control median 21 days: 24 lessons -18, six lessons -10, massage -7) and quality of life improved significantly. No significant harms were reported. CONCLUSIONS One to one lessons in the Alexander technique from registered teachers have long term benefits for patients with chronic back pain. Six lessons followed by exercise prescription were nearly as effective as 24 lessons. TRIAL REGISTRATION National Research Register N0028108728.",0,0,
89,90,Antioxidant vitamin supplementation in the prevention of cardiovascular disease,"Oxidative stress, in particular oxidative modification of LDL-cholesterol, appears to be of great importance in the pathogenesis of atherosclerosis. Various observational epidemiological studies have suggested that antioxidant vitamin intake is associated with reduced cardiovascular morbidity and mortality. Also, experimental studies in animals have demonstrated that antioxidant vitamins slow the progression of atherosclerosis. However, prospective controlled clinical trials have failed to demonstrate a benefit of antioxidant vitamin supplementation in primary or secondary prevention of cardiovascular disease. Thus, the use of antioxidants and vitamin supplements as a preventive or therapeutic intervention can not be recommended.",0,0,
90,91,The Behavioral Economics of Health and Health Care,"People often make decisions in health care that are not in their best interest, ranging from failing to enroll in health insurance to which they are entitled, to engaging in extremely harmful behaviors. Traditional economic theory provides a limited tool kit for improving behavior because it assumes that people make decisions in a rational way, have the mental capacity to deal with huge amounts of information and choice, and have tastes endemic to them and not open to manipulation. Melding economics with psychology, behavioral economics acknowledges that people often do not act rationally in the economic sense. It therefore offers a potentially richer set of tools than provided by traditional economic theory to understand and influence behaviors. Only recently, however, has it been applied to health care. This article provides an overview of behavioral economics, reviews some of its contributions, and shows how it can be used in health care to improve people's decisions and health.",0,1,
91,92,Recurrence after surgical treatment of hidradenitis suppurativa,"From six to 89 months after surgery 82 patients who had been treated by radical surgery (118 excisions) for intractable hidradenitis suppurativa were reviewed. Local recurrence rates varied greatly with the disease site, being low after axillary (3%) and perianal surgery (0%) and high after inguinoperineal (37%) and submammary (50%) excision. Recurrence results from inadequate excision or an unusually wide distribution of apocrine glands, but physical factors such as obesity, local pressure, and skin maceration played a part in a few patients. Recurrence due to inadequate surgery tended to be the most troublesome. At follow up 75 (91%) of the patients were pleased with the results of their operation. A quarter of the patients developed disease at a new anatomical site after operation. Radical surgery gives good symptomatic control of severe hidradenitis suppurativa of the axilla, inguinoperineal, and perianal regions but is less satisfactory for submammary disease.",0,0,
92,93,"The right stuff for early intervention in psychosis: time, attitude, place, intensity, treatment, & cost","This article shares information about an exciting new approach in psychiatry. During the past 12 years, the authors have worked with young people experiencing their first episode of psychosis. It is clear that intervention at the earliest stages of psychotic illness allows clinicians to make a significant difference in the lives of young people and their families. This article summarizes current intervention strategies, which are considered best practice guidelines for early treatment.",0,0,
93,94,Smoking cessation counseling beliefs and behaviors of outpatient oncology providers,"PURPOSE: Many cancer patients continue to smoke after diagnosis, increasing their risk for treatment complications, reduced treatment efficacy, secondary cancers, and reduced survival. Outpatient oncology providers may not be using the ""teachable moment"" of cancer diagnosis to provide smoking cessation assistance. PROVIDERS AND METHODS: Physicians and midlevel providers (n = 74) who provide outpatient oncology services completed an online survey regarding smoking cessation counseling behaviors, beliefs, and perceived barriers. Outpatient medical records for 120 breast, lung, head and neck, colon, prostate, and acute leukemia cancer patients were reviewed to assess current smoking cessation assessment and intervention documentation practices. RESULTS: Providers reported commonly assessing smoking in new patients (82.4% frequently or always), but rates declined at subsequent visits for both current smokers and recent quitters. Rates of advising patients to quit smoking were also high (86.5% frequently or always), but <30% of providers reported frequently or always providing intervention to smoking patients (e.g., nicotine replacement therapy or other medications, self-help materials, and/or referrals). Only 30% of providers reported that they frequently or always followed up with patients to assess progress with quitting. Few providers (18.1%) reported high levels of confidence in their ability to counsel smoking patients. Patients' lack of motivation was identified as the most important barrier to smoking cessation. CONCLUSIONS: Although beliefs about providing cessation services to smoking patients were generally positive, few providers reported commonly providing interventions beyond advice to quit. Additional training and clinic-based interventions may improve adherence to tobacco cessation practice guidelines in the outpatient oncology setting.",0,0,
