,record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
43,44,Juniors' hours of work,,0,0,
44,45,Hypertension improvement project: randomized trial of quality improvement for physicians and lifestyle modification for patients,"Despite widely publicized hypertension treatment guidelines for physicians and lifestyle recommendations for patients, blood pressure control rates remain low. In community-based primary care clinics, we performed a nested, 2 x 2 randomized, controlled trial of physician intervention versus control and/or patient intervention versus control. Physician intervention included internet-based training, self-monitoring, and quarterly feedback reports. Patient intervention included 20 weekly group sessions followed by 12 monthly telephone counseling contacts and focused on weight loss, Dietary Approaches to Stop Hypertension dietary pattern, exercise, and reduced sodium intake. The primary outcome was change in systolic blood pressure at 6 months. Eight primary care practices (32 physicians) were randomized to physician intervention or control groups. Within those practices, 574 patients were randomized to patient intervention or control groups. Patient mean age was 60 years, 61% were women, and 37% were black. Blood pressure data were available for 91% of patients at 6 months. The main effect of physician intervention on systolic blood pressure at 6 months, adjusted for baseline pressure, was 0.3 mm Hg (95% CI: 1.5 to 2.2""; P=0.72). The main effect of the patient intervention was 2.6 mm Hg (95% CI: 4.4 to 0.7; P=0.01). The interaction of the 2 interventions was significant (P=0.03); the largest impact was observed with the combination of physician and patient intervention (9.7 +/- 12.7 mm Hg). Differences between treatment groups did not persist at 18 months. Combined physician and patient interventions lowers blood pressure;"" future research should focus on enhancing effectiveness and sustainability of these interventions.",0,0,
45,46,Detection of lymphocytotoxic antibodies in relatives of patients with type I diabetes,"Concentrations of lymphocytotoxic antibodies were measured in serum samples from 19 patients recently diagnosed as having type I diabetes and 43 healthy relatives (33 consanguineous and 10 non-consanguineous). The specificity of the reaction was tested at 15 degrees C and 37 degrees C against T lymphocytes and purified helper/inducer and cytotoxic/suppressor subsets. The concentrations of lymphocytotoxic antibodies in each of the three test groups were significantly higher than those in controls (type I patients, p less than 0.005""; consanguineous relatives, p less than 0.001;"" and non-consanguineous relatives, p less than 0.002). The frequency of detection of the antibodies was also greater in each of the study groups (p less than 0.01, p less than 0.01, and p less than 0.05, respectively). Cytotoxicity affected both subsets at 15 degrees C but only cytotoxic/suppressor cells at 37 degrees C. The findings of lymphocytotoxic antibodies in healthy relatives of type I diabetics, irrespective of consanguinity, suggests that an environmental agent such as a virus is at least partially responsible for this lymphocytotoxic effect. Furthermore, the residual cytotoxic/suppressor cell killing at 37 degrees C could explain the defect of suppressor cells observed in these patients.",0,0,
46,47,Civil commitment of the anorexic patient,"Involuntary commitment appears to be an infrequently used intervention with anorexic patients, in part because of clinicians' uncertainty about its applicability to this population. In contrast to overtly suicidal patients, anorexic patients typically fail to express an intent to harm themselves, although their actions may result in severe harm. Examination of the language of civil commitment statutes, however, suggests that when the behavior of anorexic patients endangers their lives, they will usually be committable under grave disability standards. This appears to comport with the practices of experts in the treatment of anorexia, and with practices in other countries as well. Involuntary commitment should be used as an approach of last resort, when patients decline voluntary hospitalization and their physical safety is at risk. Moreover, civil commitment should probably also be limited to circumstances in which therapeutic gain is likely from hospitalization. Many severely ill anorexic patients will lack competence to make treatment decisions on their own behalf, allowing involuntary feeding and other procedures to take place, if necessary. Civil commitment is a tool that can legitimately be used in emergent situations with anorexic patients.",0,0,
47,48,Effects of an evidence service on health-system policy makers' use of research evidence: A protocol for a randomised controlled trial,"Background Health-system policy makers need timely access to synthesised research evidence to inform the policy-making process. No efforts to address this need have been evaluated using an experimental quantitative design. We developed an evidence service that draws inputs from Health Systems Evidence, which is a database of policy-relevant systematic reviews. The reviews have been (a) categorised by topic and type of review""; (b) coded by the last year searches for studies were conducted and by the countries in which included studies were conducted; (c) rated for quality;"" and (d) linked to available user-friendly summaries, scientific abstracts, and full-text reports. Our goal is to evaluate whether a ""full-serve"" evidence service increases the use of synthesized research evidence by policy analysts and advisors in the Ontario Ministry of Health and Long-Term Care (MOHLTC) as compared to a ""self-serve"" evidence service.  Methods/design We will conduct a two-arm randomized controlled trial (RCT), along with a follow-up qualitative process study in order to explore the findings in greater depth. For the RCT, all policy analysts and policy advisors (n = 168) in a single division of the MOHLTC will be invited to participate. Using a stratified randomized design, participants will be randomized to receive either the ""full-serve"" evidence service (database access, monthly e-mail alerts, and full-text article availability) or the ""self-serve"" evidence service (database access only). The trial duration will be ten months (two-month baseline period, six-month intervention period, and two month cross-over period). The primary outcome will be the mean number of site visits/month/user between baseline and the end of the intervention period. The secondary outcome will be participants' intention to use research evidence. For the qualitative study, 15 participants from each trial arm (n = 30) will be purposively sampled. One-on-one semi-structured interviews will be conducted by telephone on their views about and their experiences with the evidence service they received, how helpful it was in their work, why it was helpful (or not helpful), what aspects were most and least helpful and why, and recommendations for next steps.  Discussion To our knowledge, this will be the first RCT to evaluate the effects of an evidence service specifically designed to support health-system policy makers in finding and using research evidence.",0,0,
48,49,A quality improvement intervention to address provider behaviour as it relates to utilisation of CA-MRSA guidelines,"AIMS AND OBJECTIVES: To evaluate the impact of a provider focused quality improvement educational intervention on appropriate prescribing for community associated methicillin-resistant Staphylococcus aureus infection. BACKGROUND: Patient, provider and health system factors contribute to appropriate antibiotic prescription. Achieving appropriate prescribing is critical in decreasing the burden of antibiotic resistance. Knowledge of appropriate prescribing for community associated methicillin-resistant Staphylococcus aureus infection is the first step in shifting prescriber behaviour to evidence-based recommendations. DESIGN: Quality Improvement Project. METHOD: Following a review of best practice guidelines and application of the Stetler Research Utilization model, a brief educational intervention was delivered using voice over PowerPoint. Items in the educational intervention included indications for screening, particularly focusing on the role of watch and wait after culturing for simple abscesses. The intervention was delivered in a for-profit, nonacademic, urgent care setting, and assessed prescribing providers' knowledge and practice. RESULTS: Out of 48 medical doctor, physician assistant and nurse practitioner providers, 18 (37.5%) participated"";"" 12 of the 18 (67%) participants showed an increase in knowledge. Forty three per cent of prescribers' charts demonstrated improved practice through use of the guidelines. Out of 18 prescribers, 44% sent a total of 21 cultures for abscesses. There was no difference in practice behaviours between professional groups. CONCLUSIONS: In spite of the increase in knowledge scores, this improvement in knowledge did not translate in dramatic change in practice, although trends in a positive direction were noted. RELEVANCE TO CLINICAL PRACTICE: This quality improvement project underscores the complexity of changing prescriber behaviour and the need for ongoing interventions.",0,0,
49,50,"Building Trust: The History and Ongoing Relationships Amongst DSD Clinicians, Researchers, and Patient Advocacy Groups","Individuals born with differences or disorders of sex development (DSD) have been marginalized by society and the health care system. Standards of care in the mid-20(th) century were based on fixing the child with a DSD, using hormonal and surgical interventions""; these treatments and the diagnoses were almost never disclosed to the child, and sometimes they were not disclosed to the parents. This led to secrecy, shame, and stigma. When these children became adults and demanded access to their medical records, the realization of the depth of secrecy led to the formation of activism groups that shook the medical community. Despite precarious beginnings, advocates, health care professionals, and researchers were able to elicit changes in the standard of care. The 2006 Consensus Statement on Management of Intersex Disorders called for a multidisciplinary approach to care and questioned the evidence for many of the standard procedures. Standard of care moved from a concealment model to a patient-centered paradigm, and funding agencies put resources into determining the future paths of research on DSD. Recognition of the need to address patient priorities led to changing international standards for including patients in research design. Some challenges that remain include: the findings from the Institute of Medicine that sexual and gender minorities experience poor health outcomes; establishing trust across all parties;"" developing a common language and creating venues where individuals can participate in dialogue that addresses personal experiences, research design, clinical practices and intervention strategies.",0,0,
50,51,Update on interventions focused on symptom clusters: what has been tried and what have we learned?,"PURPOSE OF REVIEW: Although clinicians and researchers acknowledge symptom clusters, the focus has been on relieving a single symptom. This review summarizes the recent literature on interventions that focus on relief of symptom clusters in patients with cancer. RECENT FINDINGS: Twelve intervention studies meeting inclusion criteria were published in 2011-2012. The timeframe was expanded to 2009-2012 and 24 studies met the criteria: 18 in early stage and 6 in advanced-stage cancer patients. Several cognitive behavioral therapy, complementary therapy, and exercise interventions demonstrated positive outcomes in relieving a variety of symptom clusters in several cancer types. Most psychoeducational interventions using traditional formats or those combined with automated clinician alerts demonstrated effectiveness in reducing a variety of clusters. Clusters that included fatigue and anxiety or depression were reduced by exercise in early stage patients and by methylphenidate in advanced-stage patients. Current NIH R01 funded studies verified the trends in the types of interventions being tested. SUMMARY: Few interventions have been tested and found to be effective in relieving the specific symptom clusters in early and advanced-stage cancer patients. Future research needs to expand our understanding of the mechanisms that initiate co-occurring symptoms. Mechanism-targeted interventions need to be identified and tested in homogeneous samples with specific symptom clusters. Interventions need to be replicated before guidelines can be established.",0,0,
51,52,The anticipated clinical and economic effects of 90–90–90 in South Africa,"Background The UNAIDS “90-90-90” global treatment target aims to achieve 73% virologic suppression among HIV-infected persons worldwide by 2020. Objective Using a microsimulation model of HIV detection, disease and treatment, we estimate the clinical and economic value of reaching this ambitious goal in South Africa. Design We model: the Current Pace strategy, simulating existing scale-up efforts and gradual increases in overall virologic suppression from 24% to 36% in 5 years"";"" and the UNAIDS Target strategy, simulating 73% suppression in 5 years. Data Sources Published estimates and South African survey data inform HIV transmission rates (0.16–9.03/100PY), HIV-specific age-stratified fertility rates (1.0–9.1/100PY), and costs (ART: $11–31/month, routine care: $20–157/month). Target population South African HIV-infected population, including incident infections over the next ten years Perspective Modified societal perspective, excluding time and productivity costs Time Horizon Five and ten years Interventions Aggressive HIV case-detection, efficient linkage to care, rapid treatment scale-up and adherence/retention interventions toward the UNAIDS Target strategy Outcome Measures HIV transmissions, deaths, years of life saved (YLS), maternal orphans, costs (2014USD), and cost-effectiveness Base Case Analysis Compared to Current Pace over (5- and) 10-years, the UNAIDS Target strategy would avert (873,000) 2,051,000 HIV transmissions, (1,174,000) 2,478,000 deaths, and (726,000) 1,689,000 maternal orphans, while saving (3,002,000) 13,340,000 life-years. The additional budget required for the UNAIDS Target strategy would be ($7.965) $15.979 billion, yielding an incremental cost-effectiveness ratio (ICER) of ($2,720/YLS) $1,260/YLS, (<50%) <20% of South Africa per capita GDP. Results of Sensitivity Analysis Outcomes generally varied <20% from base case outcomes when we varied key input parameters within plausible ranges. Limitations Several pathways may lead to 73% overall suppression which were examined in sensitivity analysis. Conclusions Reaching the “90-90-90” HIV suppression target would be costly but both extraordinarily effective and cost-effective in South Africa. Global health policy makers should mobilize the political and economic support to make the 90-90-90 aspiration a reality.",0,0,
52,53,The effectiveness of workplace interventions to increase physical activity and decrease sedentary behaviour in adults: protocol for a systematic review,"BACKGROUND: A physically active lifestyle plays a preventative role in the development of various chronic diseases and mental health conditions. Unfortunately, few adults achieve the minimum amount of physical activity and spend excessive time sitting. Developing targeted interventions to increase active living among adults is an important endeavour for public health. One plausible context to reach adults is the workplace. This systematic review aims to review the effectiveness of workplace interventions on increasing physical activity and decreasing sedentary behaviour in the workplace. METHODS: An advisory group of practitioners will work in collaboration with the research team to inform the systematic review and knowledge mobilization. Fifteen electronic databases will be searched to identify studies examining the effectiveness of workplace interventions on physical activity and sedentary behaviour. All experimental designs and observational studies (non-experimental intervention studies) meeting the study criteria will be included. Studies examining generally healthy, employed, adult participants will be included for the review. Interventions will focus on increasing physical activity and/or decreasing sedentary behaviour from the individual to policy level. The primary outcome variables will be reported or observed physical activity and/or sedentary behaviour in the workplace. Secondary outcomes will include variables ranging from return on investment to quality of life. Study quality will be assessed for risk of bias following the protocol identified in the Cochrane Handbook for Systematic Reviews of Interventions and supplemented by the guidelines developed by the Cochrane Effective Practice and Organisation of Care group, using RevMan. The quality of the evidence will be assessed using the Grading of Recommendations, Assessment, Development and Evaluation approach. Meta-analyses, forest plots, and harvest plots will be used where appropriate to assess the direction, size, and consistency of the intervention effect across the studies using similar intervention strategies. Follow-up knowledge mobilization activities and products will be developed to support the use of this knowledge in practice. DISCUSSION: This protocol paper describes a systematic review assessing the effectiveness of various types of workplace interventions on increasing physical activity and decreasing sedentary behaviour at work. Collaborating with an advisory group of potential knowledge users throughout the process postulates a greater use and reach of the information gained from this systematic review by knowledge users. SYSTEMATIC REVIEW REGISTRATION: PROSPERO CRD42015019398.",0,0,
53,54,Nutrition and Policy,,0,0,
54,55,Effects of computer reminders for influenza vaccination on morbidity during influenza epidemics.,"To study the effects of computer-generated reminders for influenza vaccination of patients at high risk of pulmonary disease during the winter, we selected 4555 such patients from a population of 15,000 adults who participated in a three-year randomized trial of preventive-care reminders. The physicians who received the reminders vaccinated eligible patients twice as often as did the control physicians (P = 0.0001). There was a linear increase in the incidence of influenza in our area during the three winters under study (from 1000 to 33,451 to 71,075 cases per year), and we modeled the percentage of patients with hospitalizations, emergency room visits with chest radiography, and blood gas determinations as a logistic function of this increase. The difference in linear trends between the patients in the intervention group (whose physicians received reminders) and those in the control group was significant for emergency room visits (P less than 0.05), hospitalizations (P less than 0.01), and blood gas determinations (P less than 0.001). The most likely explanation for the difference is the greater use of influenza vaccine in the intervention group.",0,1,
55,56,"External validity of randomised controlled trials: ""to whom do the results of this trial apply?""","In making treatment decisions, doctors and patients must take into account relevant randomised controlled trials (RCTs) and systematic reviews. Relevance depends on external validity (or generalisability)--ie, whether the results can be reasonably applied to a definable group of patients in a particular clinical setting in routine practice. There is concern among clinicians that external validity is often poor, particularly for some pharmaceutical industry trials, a perception that has led to underuse of treatments that are effective. Yet researchers, funding agencies, ethics committees, the pharmaceutical industry, medical journals, and governmental regulators alike all neglect external validity, leaving clinicians to make judgments. However, reporting of the determinants of external validity in trial publications and systematic reviews is usually inadequate. This review discusses those determinants, presents a checklist for clinicians, and makes recommendations for greater consideration of external validity in the design and reporting of RCTs.",0,0,
56,57,Impact of introduction of rapid diagnostic tests for malaria on antibiotic prescribing: analysis of observational and randomised studies in public and private healthcare settings,"ObjectivesÂ To examine the impact of use of rapid diagnostic tests for malaria on prescribing of antimicrobials, specifically antibiotics, for acute febrile illness in Africa and Asia.DesignÂ Analysisof nine preselected linked and codesigned observational and randomised studies (eight cluster or individually randomised trials and one observational study).SettingÂ Public and private healthcare settings, 2007-13, in Afghanistan, Cameroon, Ghana, Nigeria, Tanzania, and Uganda.ParticipantsÂ 522â€‰480 children and adults with acute febrile illness.InterventionsÂ Rapid diagnostic tests for malaria.Main outcome measuresÂ Proportions of patients for whom an antibiotic was prescribed in trial groups who had undergone rapid diagnostic testing compared with controls and in patients with negative test results compared with patients with positive results. A secondary aim compared classes of antibiotics prescribed in different settings.ResultsÂ Antibiotics were prescribed to 127â€‰052/238â€‰797 (53%) patients in control groups and 167â€‰714/283â€‰683 (59%) patients in intervention groups. Antibiotics were prescribed to 40% (35â€‰505/89â€‰719) of patients with a positive test result for malaria and to 69% (39â€‰400/57â€‰080) of those with a negative result. All but one study showed a trend toward more antibiotic prescribing in groups who underwent rapid diagnostic tests. Random effects meta-analysis of the trials showed that the overall risk of antibiotic prescription was 21% higher (95% confidence interval 7% to 36%) in intervention settings. In most intervention settings, patients with negative test results received more antibiotic prescriptions than patients with positive results for all the most commonly used classes: penicillins, trimethoprim-sulfamethoxazole (one exception), tetracyclines, and metronidazole.ConclusionsÂ Introduction of rapid diagnostic tests for malaria to reduce unnecessary use of antimalarials-a beneficial public health outcome-could drive up untargeted use of antibiotics. That 69% of patients were prescribed antibiotics when test results were negative probably represents overprescription.This included antibiotics from several classes, including those like metronidazole that are seldom appropriate for febrile illness, across varied clinical, health system, and epidemiological settings. It is often assumed that better disease specific diagnostics will reduce antimicrobial overuse, but they might simply shift it from one antimicrobial class to another. Current global implementation of malaria testing might increase untargeted antibiotic use and must be examined.",0,1,
57,58,Development of a minimization instrument for allocation of a hospital-level performance improvement intervention to reduce waiting times in Ontario emergency departments,"Background Rigorous evaluation of an intervention requires that its allocation be unbiased with respect to confounders""; this is especially difficult in complex, system-wide healthcare interventions. We developed a short survey instrument to identify factors for a minimization algorithm for the allocation of a hospital-level intervention to reduce emergency department (ED) waiting times in Ontario, Canada.  Methods Potential confounders influencing the intervention's success were identified by literature review, and grouped by healthcare setting specific change stages. An international multi-disciplinary (clinical, administrative, decision maker, management) panel evaluated these factors in a two-stage modified-delphi and nominal group process based on four domains: change readiness, evidence base, face validity, and clarity of definition.  Results An original set of 33 factors were identified from the literature. The panel reduced the list to 12 in the first round survey. In the second survey, experts scored each factor according to the four domains; summary scores and consensus discussion resulted in the final selection and measurement of four hospital-level factors to be used in the minimization algorithm: improved patient flow as a hospital's leadership priority; physicians' receptiveness to organizational change; efficiency of bed management;"" and physician incentives supporting the change goal.  Conclusion We developed a simple tool designed to gather data from senior hospital administrators on factors likely to affect the success of a hospital patient flow improvement intervention. A minimization algorithm will ensure balanced allocation of the intervention with respect to these factors in study hospitals.",0,1,
58,59,GRADE Evidence to Decision (EtD) frameworks: a systematic and transparent approach to making well informed healthcare choices. 2: Clinical practice guidelines,"Summary points Clinicians regularly face situations with two or more alternative actions. Each alternative often has different advantages and disadvantages, including differences in effectiveness, adverse effects, costs and other factors â€¦",0,0,
59,60,Can hand-held computers improve adherence to guidelines? A (Palm) Pilot study of family doctors in British Columbia,"OBJECTIVE To examine whether Palm Prevention, a free software tool for Palm OS personal digital assistants (PDAs) that provides quick access to preventive guidelines in a patient-specific manner at the point of care, improved adherence to five preventive measures in primary care.  DESIGN Prospective intervention pilot study.  SETTING Vancouver, BC, and surrounding area.  PARTICIPANTS Eight general practitioners.  INTERVENTIONS Each physician used Palm Prevention for five preventive measures during routine preventive health visits with 10 patients (n = 80). Charts of consenting patients were reviewed for documentation of recommended maneuvers.  MAIN OUTCOME MEASURES Rates of adherence to five evidence-based guidelines selected from the Canadian and American task forces on preventive care and incorporated into Palm Prevention.  RESULTS Intervention and control physicians were similar in their familiarity with and use of PDAs, and they recruited similar patients for the study. Intervention and control groups had similar rates of screening for hypertension. Intervention improved adherence to the remaining four guidelines: cervical cancer screening increased 22% (only absolute increases are reported)""; hyperlipidemia screening increased 30%; colorectal cancer screening increased 27%; and prophylaxis with acetylsalicylic acid in high-risk patients increased 38%. Participants were surveyed after the study;"" all reported that they found the software helpful and would continue using Palm Prevention. Usage statistics showed that study participants used the tool outside the trial: users entered between 28 and 68 unique patients into the program during the 2-month intervention.  CONCLUSION This pilot study suggests PDAs are useful in improving preventive care and facilitating translation of knowledge into practice. This was particularly apparent with newer guidelines.",0,1,
60,61,Improving asthma care in emergency departments: results of a multihospital collaborative quality initiative in rural western North Carolina,"BACKGROUND: In North Carolina, nearly one-fourth of persons with asthma visit an emergency department (ED) or urgent care center at least once a year because of an exacerbation of asthma symptoms. The Emergency Department Asthma Program was a quality-improvement initiative designed to better understand the population of patients who use the ED for asthma care in rural western North Carolina and to demonstrate whether EDs at small hospitals could, by implementing National Asthma Education and Prevention Program treatment guidelines, improve asthma care and reduce subsequent asthma-related ED visits. METHODS: Eight hospitals in western North Carolina participated in the project, which lasted from November 2003 through December 2007. The intervention consisted of a series of individual and structured continuing medical education events directed at ED physicians and staff. Additionally, patients presenting to EDs for asthma-related problems were selected to receive a short patient questionnaire, to determine their basic understanding of asthma and barriers to asthma care""; to undergo asthma staging by the treating physician; to receive focused bedside asthma education by a respiratory therapist; and, finally, at the treating physician's discretion, to receive a free packet of asthma medications, including rescue therapy with a beta-agonist and corticosteroid therapy delivered via a metered-dose inhaler, before discharge. RESULTS: During the 37-month project, a total of 1,739 patients presented to the participating EDs for 2,481 asthma-related episodes of care;"" at 11% of these visits, patients received the intervention, with nearly 100 ED physicians referring patients to the program. Most of the patients using the ED for asthma treatment were judged to have the mildest stages, and nearly half were uninsured or were covered by Medicaid. For only 20% of the visits was a primary care physician or practice identified. The patient intervention did not appear to lessen the rate of return visits for asthma-related symptoms at 30 and 60 days. LIMITATIONS: Selection bias is likely, as patients enrolled in the study were more likely than patients in the target sample to be adults and insured. Because we did not measure ED staff attendance at educational sessions or their knowledge of and attitudes about asthma care before and after the educational program, we cannot draw conclusions about the effectiveness of the program to change their knowledge, attitudes, or behavior. CONCLUSIONS: Many patients who use the ED for care appear to have mild, intermittent asthma and do not identify a regular source of primary care. Efforts to improve asthma care on a communitywide basis and to reduce preventable exacerbations should include care provided in EDs, as this may be the only source of asthma care for many asthma patients. The project demonstrated that regional, collaborative performance improvement efforts in EDs are possible but that many barriers exist to this approach.",0,0,
61,62,From evidence to expertise: concordance in the topical management of psoriasis,"Vulgar psoriasis is an inflammatory cutaneous-systemic disease, chronic and intermittent. Its etiology is not defined, and it has a higher risk of comorbidities which affect the patients' quality of life. The objectives of this trial were establishing the concordance between Guia de Practica Clinica (GPC) of the plaque psoriasis pharmacological treatment and the clinical practice of a group of Mexican dermatologists, experts in the psoriasis topical treatment"";"" as well as weighing up the interest and knowledge of quality of life and adherence to treatment. A Delphi questionnaire was applied to 30 experts to explore their therapeutic behavior and attitudes toward the assessment of quality of life and treatment adherence. A meeting was held with a subgroup of 10 dermatologists to analyze the results. A second questionnaire was responded to distinguish the decisions taken for topical treatment in institutional and private practice, as well as other items unexplored in the first questionnaire. After analyzing the questionnaires results, it was clear that the data published in the Guia de Practica Clinica and the prescriptive attitude of the experts are consistent with respect to the topical treatment for plaque psoriasis. There is also agreement on the attitude about drug prescriptions between the physicians in the private and institutional medical care, although in the private practice it is more common to use vitamin D analogues and corticosteroids and the salicylic acid replaces corticosteroids in the institutions.",0,0,
62,63,New format for BMJ research articles in print,"It's nearly 10 years since we began abridging original research articles for readers of the print BMJ . Now weâ€™re going a step further, using the advantages of both web and print. The full, open access version of this original article by Hollingshurst and colleagues is published online (doi:10.1136/bmj.a2656), along with our first ever BMJ research video and a podcast. Here are two abridged versions: a BMJ Picoâ€”a new evidence abstract prepared by the authorsâ€”and a Short Cuts article written by the BMJ . Which version would you read and use? Which would you prefer if you were the author? Please tell us your views, as readers and researchers, by posting rapid responses to this article. Sandra Hollinghurst,1 Debbie Sharp,1 Kathleen Ballard,3 Jane Barnett,2 Angela Beattie,1 Maggie Evans,1 George Lewith,2 Karen Middleton,2 Frances Oxford,3 Fran Webley,2 Paul Little2 Study question What is the difference in cost effectiveness between long and short courses in the Alexander technique, massage, and a general practitionerâ€™s prescription for exercise for patients with persistent back pain? Answer An exercise prescription and six lessons in Alexander technique alone were each more than 85% likely to be cost effective at values above Â£20Â 000 per quality adjusted life year (QALY), but the Alexander â€¦",0,0,
63,64,Understanding implementation processes of clinical pathways and clinical practice guidelines in pediatric contexts: a study protocol,"BACKGROUND: Canada is among the most prosperous nations in the world, yet the health and wellness outcomes of Canadian children are surprisingly poor. There is some evidence to suggest that these poor health outcomes are partly due to clinical practice variation, which can stem from failure to apply the best available research evidence in clinical practice, otherwise known as knowledge translation (KT). Surprisingly, clinical practice variation, even for common acute paediatric conditions, is pervasive. Clinical practice variation results in unnecessary medical treatments, increased suffering, and increased healthcare costs. This study focuses on improving health outcomes for common paediatric acute health concerns by evaluating strategies that improve KT and reduce clinical practice variation. DESIGN/METHODS: Using a multiple case study design, qualitative and quantitative data will be collected from four emergency departments in western Canada. Data sources will include: pre- and post-implementation focus group data from multidisciplinary healthcare professionals""; individual interviews with the local champions, KT intervention providers, and unit/site leaders/managers; Alberta Context Tool (ACT) survey data;"" and aggregated patient outcome data. Qualitative and quantitative data will be systematically triangulated, and matrices will be built to do cross-case comparison. Explanations will be built about the success or lack of success of the clinical practice guidelines (CPG) and clinical pathways (CPs) uptake based upon the cross-case comparisons. SIGNIFICANCE: This study will generate new knowledge about the potential causal mechanisms and factors which shape implementation. Future studies will track the impact of the CPG/CPs implementation on children's health outcome, and healthcare costs.",0,0,
64,65,"Effect of Financial Incentives to Physicians, Patients, or Both on Lipid Levels","Importance  Financial incentives to physicians or patients are increasingly used, but their effectiveness is not well established.  Objective  To determine whether physician financial incentives, patient incentives, or shared physician and patient incentives are more effective than control in reducing levels of low-density lipoprotein cholesterol (LDL-C) among patients with high cardiovascular risk.  Design, Setting, and Participants  Four-group, multicenter, cluster randomized clinical trial with a 12-month intervention conducted from 2011 to 2014 in 3 primary care practices in the northeastern United States. Three hundred forty eligible primary care physicians (PCPs) were enrolled from a pool of 421. Of 25?627 potentially eligible patients of those PCPs, 1503 enrolled. Patients aged 18 to 80 years were eligible if they had a 10-year Framingham Risk Score (FRS) of 20% or greater, had coronary artery disease equivalents with LDL-C levels of 120 mg/dL or greater, or had an FRS of 10% to 20% with LDL-C levels of 140 mg/dL or greater. Investigators were blinded to study group, but participants were not.  Interventions  Primary care physicians were randomly assigned to control, physician incentives, patient incentives, or shared physician-patient incentives. Physicians in the physician incentives group were eligible to receive up to $1024 per enrolled patient meeting LDL-C goals. Patients in the patient incentives group were eligible for the same amount, distributed through daily lotteries tied to medication adherence. Physicians and patients in the shared incentives group shared these incentives. Physicians and patients in the control group received no incentives tied to outcomes, but all patient participants received up to $355 each for trial participation.  Main Outcomes and Measures  Change in LDL-C level at 12 months.  Results  Patients in the shared physician-patient incentives group achieved a mean reduction in LDL-C of 33.6 mg/dL (95% CI, 30.1-37.1""; baseline, 160.1 mg/dL; 12 months, 126.4 mg/dL); those in physician incentives achieved a mean reduction of 27.9 mg/dL (95% CI, 24.9-31.0; baseline, 159.9 mg/dL; 12 months, 132.0 mg/dL); those in patient incentives achieved a mean reduction of 25.1 mg/dL (95% CI, 21.6-28.5; baseline, 160.6 mg/dL; 12 months, 135.5 mg/dL); and those in the control group achieved a mean reduction of 25.1 mg/dL (95% CI, 21.7-28.5; baseline, 161.5 mg/dL; 12 months, 136.4 mg/dL; P?<?.001 for comparison of all 4 groups). Only patients in the shared physician-patient incentives group achieved reductions in LDL-C levels statistically different from those in the control group (8.5 mg/dL; 95% CI, 3.8-13.3;"" P?=?.002).  Conclusions and Relevance  In primary care practices, shared financial incentives for physicians and patients, but not incentives to physicians or patients alone, resulted in a statistically significant difference in reduction of LDL-C levels at 12 months. This reduction was modest, however, and further information is needed to understand whether this approach represents good value.",0,0,
65,66,Guidelines and the psychology of medical decision making in the treatment of depressive disorders,Guidelines aim at improving medical decision making. Guidelines try to influence medical behaviour in contrast to textbooks and reviews which want to improve medical knowledge. Scientific models of medical decision making such as the action theory and empirical data on the effects of guidelines suggest that guidelines will not always reach their goal but instead can even deteriorate medical quality. The problem of guidelines in medicine is discussed in reference to depressive disorders. The problems at stake are nevertheless valid for medicine as a whole. Therefore it must be tested in controlled clinical trials whether guideline exposed physicians have better results with their patients than guideline naive physicians. Only such guidelines should be called evidence based for which positive effects have been empirically demonstrated.,0,0,
